last_yearmonth,this_yearmonth,sn_gubun,airport_gubun,forreign_airport_gubun,pass_gubun,carge_gubun,di_gubun,pyn_gubun,arvl_type,code_name,airport_name,pass,cargo,flight_cnt,year_month
,,,,,,,,,,인천(ICN),간사이(KIX),294482,2909,1649.0,201801
,,,,,,,,,,인천(ICN),계림(KWL),4617,52,34.0,201801
,,,,,,,,,,인천(ICN),고마스(KMQ),1803,30,22.0,201801
,,,,,,,,,,인천(ICN),과달라하라(GDL),0,0,19.0,201801
,,,,,,,,,,인천(ICN),괌(GUM),103786,1228,496.0,201801
,,,,,,,,,,인천(ICN),광저우(CAN),55641,960,376.0,201801
,,,,,,,,,,인천(ICN),구마모도(KMJ),9061,77,58.0,201801
,,,,,,,,,,인천(ICN),구이양(KWE),1151,17,26.0,201801
,,,,,,,,,,인천(ICN),나가사키(NGS),3571,37,26.0,201801
,,,,,,,,,,인천(ICN),나고야(NGO),50117,687,364.0,201801
,,,,,,,,,,인천(ICN),나디(NAN),1458,90,27.0,201801
,,,,,,,,,,인천(ICN),나보이(NVI),0,0,,201801
,,,,,,,,,,인천(ICN),나트랑캄란(CXR),21033,234,138.0,201801
,,,,,,,,,,인천(ICN),난링(NNG),826,14,18.0,201801
,,,,,,,,,,인천(ICN),난징(NKG),16149,244,122.0,201801
,,,,,,,,,,인천(ICN),노보시비르스크(OVB),2119,34,18.0,201801
,,,,,,,,,,인천(ICN),뉴왁(EWR),0,0,,201801
,,,,,,,,,,인천(ICN),뉴욕 JFK(JFK),36260,1504,288.0,201801
,,,,,,,,,,인천(ICN),니이가타(KIJ),2646,47,34.0,201801
,,,,,,,,,,인천(ICN),다가마스(TAK),6258,57,46.0,201801
,,,,,,,,,,인천(ICN),다낭(DAD),175791,1987,840.0,201801
,,,,,,,,,,인천(ICN),달라스(DFW),16777,595,97.0,201801
,,,,,,,,,,인천(ICN),대련(DLC),38547,599,308.0,201801
,,,,,,,,,,인천(ICN),덴파사(DPS),16390,321,140.0,201801
,,,,,,,,,,인천(ICN),델리(DEL),18916,465,105.0,201801
,,,,,,,,,,인천(ICN),도모데도보(DME),0,0,,201801
,,,,,,,,,,인천(ICN),도쿄 나리타(NRT),207652,2534,1241.0,201801
,,,,,,,,,,인천(ICN),도쿄 하네다(HND),24961,318,183.0,201801
,,,,,,,,,,인천(ICN),도하(DOH),17066,338,104.0,201801
,,,,,,,,,,인천(ICN),돈무앙(DMK),59858,682,186.0,201801
,,,,,,,,,,인천(ICN),두바이(DXB),39777,768,132.0,201801
,,,,,,,,,,인천(ICN),디트로이트(DTW),11339,436,60.0,201801
,,,,,,,,,,인천(ICN),따이쭝(RMQ),9889,127,70.0,201801
,,,,,,,,,,인천(ICN),라스베가스(LAS),6688,273,46.0,201801
,,,,,,,,,,인천(ICN),라이프치히(LEJ),0,0,4.0,201801
,,,,,,,,,,인천(ICN),랑군(RGN),11983,268,62.0,201801
,,,,,,,,,,인천(ICN),런던히드로(LHR),35656,874,186.0,201801
,,,,,,,,,,인천(ICN),로마 파우미치노(FCO),29875,519,115.0,201801
,,,,,,,,,,인천(ICN),로스앤젤레스(LAX),68013,2628,387.0,201801
,,,,,,,,,,인천(ICN),루이즈빌(SDF),0,0,53.0,201801
,,,,,,,,,,인천(ICN),룩셈부르크(LUX),0,0,30.0,201801
,,,,,,,,,,인천(ICN),마나스(FRU),0,0,,201801
,,,,,,,,,,인천(ICN),마닐라(MNL),118743,3399,583.0,201801
,,,,,,,,,,인천(ICN),마드리드(MAD),5597,106,26.0,201801
,,,,,,,,,,인천(ICN),마이애미(MIA),0,0,12.0,201801
,,,,,,,,,,인천(ICN),마즈야마(MYJ),4525,39,26.0,201801
,,,,,,,,,,인천(ICN),마카오(MFM),62007,598,372.0,201801
,,,,,,,,,,인천(ICN),말레(MLE),2113,34,27.0,201801
,,,,,,,,,,인천(ICN),멕시코(MEX),5577,116,36.0,201801
,,,,,,,,,,인천(ICN),멤피스(MEM),0,0,89.0,201801
,,,,,,,,,,인천(ICN),모스코바(SVO),23696,423,138.0,201801
,,,,,,,,,,인천(ICN),몬테레이(MTY),534,10,,201801
,,,,,,,,,,인천(ICN),무단지앙(MDG),8519,137,68.0,201801
,,,,,,,,,,인천(ICN),뭄바이(BOM),3145,132,63.0,201801
,,,,,,,,,,인천(ICN),뮌헨(MUC),8994,173,40.0,201801
,,,,,,,,,,인천(ICN),미와사키(KMI),10174,152,70.0,201801
,,,,,,,,,,인천(ICN),밀라노(MXP),4889,98,45.0,201801
,,,,,,,,,,인천(ICN),바르샤바(WAW),8646,161,42.0,201801
,,,,,,,,,,인천(ICN),바르셀로나(BCN),7843,135,36.0,201801
,,,,,,,,,,인천(ICN),바젤(BSL),0,0,6.0,201801
,,,,,,,,,,인천(ICN),반다르세리베가완(BWN),1507,28,16.0,201801
,,,,,,,,,,인천(ICN),방콕(BKK),208853,3790,930.0,201801
,,,,,,,,,,인천(ICN),뱅쿠버(YVR),20654,899,124.0,201801
,,,,,,,,,,인천(ICN),부얀트 우카(ULN),18140,443,106.0,201801
,,,,,,,,,,인천(ICN),북경(PEK),75433,1328,548.0,201801
,,,,,,,,,,인천(ICN),브뤼셀(BRU),0,0,1.0,201801
,,,,,,,,,,인천(ICN),브리스번(BNE),9092,259,62.0,201801
,,,,,,,,,,인천(ICN),블라디보스톡(VVO),18083,402,256.0,201801
,,,,,,,,,,인천(ICN),비엔나(VIE),2294,51,7.0,201801
,,,,,,,,,,인천(ICN),비엔티안(VTE),39071,483,248.0,201801
,,,,,,,,,,인천(ICN),사가(HSG),9763,73,62.0,201801
,,,,,,,,,,인천(ICN),사르고사(ZAZ),0,0,16.0,201801
,,,,,,,,,,인천(ICN),사이판(SPN),47044,609,282.0,201801
,,,,,,,,,,인천(ICN),사할린(UUS),2278,80,62.0,201801
,,,,,,,,,,인천(ICN),산야(SYX),8366,129,53.0,201801
,,,,,,,,,,인천(ICN),삿보로(치토세)(CTS),71738,948,470.0,201801
,,,,,,,,,,인천(ICN),샌프란시스코(SFO),38270,1436,357.0,201801
,,,,,,,,,,인천(ICN),샤먼(XMN),12922,195,124.0,201801
,,,,,,,,,,인천(ICN),세부(CEB),85434,1219,497.0,201801
,,,,,,,,,,인천(ICN),센다이(SDJ),6359,112,62.0,201801
,,,,,,,,,,인천(ICN),센젠(SZX),33062,404,203.0,201801
,,,,,,,,,,인천(ICN),쉬지아쭈앙(석가장)(SJW),1841,25,18.0,201801
,,,,,,,,,,인천(ICN),스텐스테드(STN),0,0,,201801
,,,,,,,,,,인천(ICN),스톡홀름 알란다(ARN),0,0,16.0,201801
,,,,,,,,,,인천(ICN),시드니(SYD),39911,837,124.0,201801
,,,,,,,,,,인천(ICN),시안(XIY),13493,199,122.0,201801
,,,,,,,,,,인천(ICN),시애틀(SEA),17879,951,222.0,201801
,,,,,,,,,,인천(ICN),시즈오카(FSZ),8097,74,62.0,201801
,,,,,,,,,,인천(ICN),시카고(ORD),11449,792,124.0,201801
,,,,,,,,,,인천(ICN),신시내티(CVG),0,0,163.0,201801
,,,,,,,,,,인천(ICN),심양(SHE),34160,617,248.0,201801
,,,,,,,,,,인천(ICN),싱가폴(SIN),113753,1774,559.0,201801
,,,,,,,,,,인천(ICN),씨엠립(REP),23422,247,158.0,201801
,,,,,,,,,,인천(ICN),아디스아바바(ADD),3777,114,36.0,201801
,,,,,,,,,,인천(ICN),아스타나(TSE),1298,19,10.0,201801
,,,,,,,,,,인천(ICN),아오모리(AOJ),4042,57,44.0,201801
,,,,,,,,,,인천(ICN),아틀란타(ATL),18235,932,168.0,201801
,,,,,,,,,,인천(ICN),알마아타(ALA),7132,135,44.0,201801
,,,,,,,,,,인천(ICN),암스텔담(AMS),17213,369,89.0,201801
,,,,,,,,,,인천(ICN),앵커리지(ANC),0,0,217.0,201801
,,,,,,,,,,인천(ICN),야쿠츠크(YKS),875,10,8.0,201801
,,,,,,,,,,인천(ICN),에드먼튼(YEG),0,0,,201801
,,,,,,,,,,인천(ICN),연길(YNJ),37365,628,248.0,201801
,,,,,,,,,,인천(ICN),연대(YNT),28248,474,389.0,201801
,,,,,,,,,,인천(ICN),염성(YNZ),3181,45,44.0,201801
,,,,,,,,,,인천(ICN),오까야마(OKJ),9096,111,62.0,201801
,,,,,,,,,,인천(ICN),오끼나와(OKA),79219,761,472.0,201801
,,,,,,,,,,인천(ICN),오슬로(OSL),0,0,24.0,201801
,,,,,,,,,,인천(ICN),오이다(OIT),12209,96,76.0,201801
,,,,,,,,,,인천(ICN),오크랜드(미)(OAK),0,0,27.0,201801
,,,,,,,,,,인천(ICN),오클랜드(AKL),14734,376,62.0,201801
,,,,,,,,,,인천(ICN),온타리오(ONT),0,0,13.0,201801
,,,,,,,,,,인천(ICN),요나고(YGJ),4973,42,42.0,201801
,,,,,,,,,,인천(ICN),우베(UBJ),3554,29,28.0,201801
,,,,,,,,,,인천(ICN),우한(무한)(WUH),6986,102,62.0,201801
,,,,,,,,,,인천(ICN),워싱턴 덜레스(IAD),7905,432,62.0,201801
,,,,,,,,,,인천(ICN),원저우(WNZ),3305,58,28.0,201801
,,,,,,,,,,인천(ICN),웨이하이(WEH),31072,456,248.0,201801
,,,,,,,,,,인천(ICN),이루크츠크(IKT),1013,14,8.0,201801
,,,,,,,,,,인천(ICN),이스탄불(IST),37436,647,164.0,201801
,,,,,,,,,,인천(ICN),인디아나폴리스(IND),0,0,22.0,201801
,,,,,,,,,,인천(ICN),자무쓰(JMU),2402,37,18.0,201801
,,,,,,,,,,인천(ICN),자이드(AUH),13549,299,62.0,201801
,,,,,,,,,,인천(ICN),자카르타(CGK),38739,750,186.0,201801
,,,,,,,,,,인천(ICN),장춘(CGQ),19333,321,154.0,201801
,,,,,,,,,,인천(ICN),정저우(CGO),2713,45,69.0,201801
,,,,,,,,,,인천(ICN),조호바루(JHB),6219,82,18.0,201801
,,,,,,,,,,인천(ICN),지난(TNA),9801,155,108.0,201801
,,,,,,,,,,인천(ICN),창사(CSX),17485,219,134.0,201801
,,,,,,,,,,인천(ICN),천진(TSN),38421,571,412.0,201801
,,,,,,,,,,인천(ICN),청도(TAO),127689,1764,966.0,201801
,,,,,,,,,,인천(ICN),청두(CTU),14902,219,130.0,201801
,,,,,,,,,,인천(ICN),총킹(중경)(CKG),8776,122,96.0,201801
,,,,,,,,,,인천(ICN),취리히(ZRH),3006,60,26.0,201801
,,,,,,,,,,인천(ICN),치앙마이(CNX),13092,296,61.0,201801
,,,,,,,,,,인천(ICN),카고시마(KOJ),21124,248,128.0,201801
,,,,,,,,,,인천(ICN),카오슝(KHH),31144,459,196.0,201801
,,,,,,,,,,인천(ICN),카투만두(KTM),4988,167,36.0,201801
,,,,,,,,,,인천(ICN),칼리보(KLO),67191,690,449.0,201801
,,,,,,,,,,인천(ICN),캐언스(CNS),4612,63,18.0,201801
,,,,,,,,,,인천(ICN),코로르(ROR),3854,79,50.0,201801
,,,,,,,,,,인천(ICN),코타키나발루(BKI),50116,537,306.0,201801
,,,,,,,,,,인천(ICN),콜롬보(CMB),3329,81,,201801
,,,,,,,,,,인천(ICN),쿠알라룸푸르(KUL),89769,1363,309.0,201801
,,,,,,,,,,인천(ICN),쿤밍(KMG),6465,129,72.0,201801
,,,,,,,,,,인천(ICN),퀼른(CGN),0,0,,201801
,,,,,,,,,,인천(ICN),클라크 필드(CRK),28377,578,184.0,201801
,,,,,,,,,,인천(ICN),키타큐슈(KKJ),9640,72,62.0,201801
,,,,,,,,,,인천(ICN),타쉬켄트(TAS),14803,508,80.0,201801
,,,,,,,,,,인천(ICN),타이페이(TPE),226495,2921,721.0,201801
,,,,,,,,,,인천(ICN),타크빌라란(TAG),7689,85,62.0,201801
,,,,,,,,,,인천(ICN),텔아비브(TLV),2732,81,26.0,201801
,,,,,,,,,,인천(ICN),토론토(YYZ),17528,794,106.0,201801
,,,,,,,,,,인천(ICN),퉁치(TXN),714,11,18.0,201801
,,,,,,,,,,인천(ICN),파리 샤를드골(CDG),45187,920,184.0,201801
,,,,,,,,,,인천(ICN),페낭(PEN),0,0,33.0,201801
,,,,,,,,,,인천(ICN),푸동(PVG),145510,2068,1085.0,201801
,,,,,,,,,,인천(ICN),푸켓(HKT),35232,591,160.0,201801
,,,,,,,,,,인천(ICN),프라하(PRG),11946,234,62.0,201801
,,,,,,,,,,인천(ICN),프랑크푸르트(FRA),47919,958,309.0,201801
,,,,,,,,,,인천(ICN),프롬펜(PNH),18041,407,124.0,201801
,,,,,,,,,,인천(ICN),하노이(HAN),150576,2155,804.0,201801
,,,,,,,,,,인천(ICN),하바로보스크(KHV),3716,112,72.0,201801
,,,,,,,,,,인천(ICN),하얼빈(HRB),17792,319,124.0,201801
,,,,,,,,,,인천(ICN),하이커우(HAK),3368,64,76.0,201801
,,,,,,,,,,인천(ICN),하이퐁(HPH),9959,160,62.0,201801
,,,,,,,,,,인천(ICN),항조우(HGH),19685,261,124.0,201801
,,,,,,,,,,인천(ICN),허폐(HFE),2737,41,24.0,201801
,,,,,,,,,,인천(ICN),헤이다르 알리예프(GYD),0,0,28.0,201801
,,,,,,,,,,인천(ICN),헬싱키(HEL),17006,301,62.0,201801
,,,,,,,,,,인천(ICN),호놀룰루(HNL),59904,1282,316.0,201801
,,,,,,,,,,인천(ICN),호치민(SGN),122190,2799,706.0,201801
,,,,,,,,,,인천(ICN),홍콩(HKG),289664,3894,1600.0,201801
,,,,,,,,,,인천(ICN),후쿠오카(FUK),199401,1903,1081.0,201801
,,,,,,,,,,인천(ICN),히로시마(HIJ),4315,46,44.0,201801
,,,,,,,,,,인천(ICN),간사이(KIX),260431,2683,1462.0,201802
,,,,,,,,,,인천(ICN),계림(KWL),2896,37,32.0,201802
,,,,,,,,,,인천(ICN),고마스(KMQ),1928,29,20.0,201802
,,,,,,,,,,인천(ICN),과달라하라(GDL),0,0,20.0,201802
,,,,,,,,,,인천(ICN),괌(GUM),92989,1105,450.0,201802
,,,,,,,,,,인천(ICN),광저우(CAN),40333,791,324.0,201802
,,,,,,,,,,인천(ICN),구마모도(KMJ),10632,85,64.0,201802
,,,,,,,,,,인천(ICN),구이양(KWE),1253,23,24.0,201802
,,,,,,,,,,인천(ICN),나가사키(NGS),3640,35,24.0,201802
,,,,,,,,,,인천(ICN),나고야(NGO),47507,682,328.0,201802
,,,,,,,,,,인천(ICN),나디(NAN),1111,77,24.0,201802
,,,,,,,,,,인천(ICN),나보이(NVI),0,0,,201802
,,,,,,,,,,인천(ICN),나트랑캄란(CXR),19684,214,128.0,201802
,,,,,,,,,,인천(ICN),난링(NNG),694,21,16.0,201802
,,,,,,,,,,인천(ICN),난징(NKG),13852,256,111.0,201802
,,,,,,,,,,인천(ICN),노보시비르스크(OVB),1974,30,16.0,201802
,,,,,,,,,,인천(ICN),뉴왁(EWR),0,0,,201802
,,,,,,,,,,인천(ICN),뉴욕 JFK(JFK),33548,1243,257.0,201802
,,,,,,,,,,인천(ICN),니이가타(KIJ),2891,60,38.0,201802
,,,,,,,,,,인천(ICN),다가마스(TAK),5993,56,40.0,201802
,,,,,,,,,,인천(ICN),다낭(DAD),155085,1807,760.0,201802
,,,,,,,,,,인천(ICN),달라스(DFW),16369,526,88.0,201802
,,,,,,,,,,인천(ICN),대련(DLC),34457,638,278.0,201802
,,,,,,,,,,인천(ICN),덴파사(DPS),16095,304,136.0,201802
,,,,,,,,,,인천(ICN),델리(DEL),13797,398,96.0,201802
,,,,,,,,,,인천(ICN),도모데도보(DME),0,0,,201802
,,,,,,,,,,인천(ICN),도쿄 나리타(NRT),194040,2456,1144.0,201802
,,,,,,,,,,인천(ICN),도쿄 하네다(HND),21480,324,168.0,201802
,,,,,,,,,,인천(ICN),도하(DOH),17676,352,96.0,201802
,,,,,,,,,,인천(ICN),돈무앙(DMK),52140,536,168.0,201802
,,,,,,,,,,인천(ICN),두바이(DXB),36581,706,120.0,201802
,,,,,,,,,,인천(ICN),디트로이트(DTW),9822,388,54.0,201802
,,,,,,,,,,인천(ICN),따이쭝(RMQ),8680,109,64.0,201802
,,,,,,,,,,인천(ICN),라스베가스(LAS),4153,236,40.0,201802
,,,,,,,,,,인천(ICN),라이프치히(LEJ),0,0,4.0,201802
,,,,,,,,,,인천(ICN),랑군(RGN),10085,227,56.0,201802
,,,,,,,,,,인천(ICN),런던히드로(LHR),33910,769,168.0,201802
,,,,,,,,,,인천(ICN),로마 파우미치노(FCO),26902,472,104.0,201802
,,,,,,,,,,인천(ICN),로스앤젤레스(LAX),60216,2330,338.0,201802
,,,,,,,,,,인천(ICN),루이즈빌(SDF),0,0,41.0,201802
,,,,,,,,,,인천(ICN),룩셈부르크(LUX),0,0,23.0,201802
,,,,,,,,,,인천(ICN),마나스(FRU),0,0,,201802
,,,,,,,,,,인천(ICN),마닐라(MNL),106493,2787,532.0,201802
,,,,,,,,,,인천(ICN),마드리드(MAD),4728,90,24.0,201802
,,,,,,,,,,인천(ICN),마이애미(MIA),0,0,8.0,201802
,,,,,,,,,,인천(ICN),마즈야마(MYJ),4090,36,24.0,201802
,,,,,,,,,,인천(ICN),마카오(MFM),53042,514,336.0,201802
,,,,,,,,,,인천(ICN),말레(MLE),1560,30,25.0,201802
,,,,,,,,,,인천(ICN),멕시코(MEX),5247,98,32.0,201802
,,,,,,,,,,인천(ICN),멤피스(MEM),0,0,77.0,201802
,,,,,,,,,,인천(ICN),모스코바(SVO),23984,477,133.0,201802
,,,,,,,,,,인천(ICN),몬테레이(MTY),390,6,,201802
,,,,,,,,,,인천(ICN),무단지앙(MDG),8287,143,64.0,201802
,,,,,,,,,,인천(ICN),뭄바이(BOM),2704,100,56.0,201802
,,,,,,,,,,인천(ICN),뮌헨(MUC),10771,251,44.0,201802
,,,,,,,,,,인천(ICN),미와사키(KMI),8596,129,64.0,201802
,,,,,,,,,,인천(ICN),밀라노(MXP),4696,117,46.0,201802
,,,,,,,,,,인천(ICN),바르샤바(WAW),7958,169,40.0,201802
,,,,,,,,,,인천(ICN),바르셀로나(BCN),6917,117,32.0,201802
,,,,,,,,,,인천(ICN),바젤(BSL),0,0,8.0,201802
,,,,,,,,,,인천(ICN),반다르세리베가완(BWN),1257,20,15.0,201802
,,,,,,,,,,인천(ICN),방콕(BKK),176897,3106,840.0,201802
,,,,,,,,,,인천(ICN),뱅쿠버(YVR),19011,821,112.0,201802
,,,,,,,,,,인천(ICN),부얀트 우카(ULN),17389,428,96.0,201802
,,,,,,,,,,인천(ICN),북경(PEK),67093,1355,497.0,201802
,,,,,,,,,,인천(ICN),브뤼셀(BRU),0,0,6.0,201802
,,,,,,,,,,인천(ICN),브리스번(BNE),8119,205,56.0,201802
,,,,,,,,,,인천(ICN),블라디보스톡(VVO),19792,320,232.0,201802
,,,,,,,,,,인천(ICN),비엔나(VIE),3664,120,24.0,201802
,,,,,,,,,,인천(ICN),비엔티안(VTE),34950,402,224.0,201802
,,,,,,,,,,인천(ICN),사가(HSG),9287,68,56.0,201802
,,,,,,,,,,인천(ICN),사르고사(ZAZ),0,0,16.0,201802
,,,,,,,,,,인천(ICN),사이판(SPN),37062,551,260.0,201802
,,,,,,,,,,인천(ICN),사할린(UUS),2298,64,60.0,201802
,,,,,,,,,,인천(ICN),산야(SYX),6224,90,48.0,201802
,,,,,,,,,,인천(ICN),삿보로(치토세)(CTS),60976,918,427.0,201802
,,,,,,,,,,인천(ICN),샌프란시스코(SFO),36140,1257,292.0,201802
,,,,,,,,,,인천(ICN),샤먼(XMN),11096,197,112.0,201802
,,,,,,,,,,인천(ICN),세부(CEB),78863,1052,448.0,201802
,,,,,,,,,,인천(ICN),센다이(SDJ),6009,109,56.0,201802
,,,,,,,,,,인천(ICN),센젠(SZX),25173,370,178.0,201802
,,,,,,,,,,인천(ICN),쉬지아쭈앙(석가장)(SJW),2170,31,16.0,201802
,,,,,,,,,,인천(ICN),스텐스테드(STN),0,0,,201802
,,,,,,,,,,인천(ICN),스톡홀름 알란다(ARN),0,0,14.0,201802
,,,,,,,,,,인천(ICN),시드니(SYD),34399,679,112.0,201802
,,,,,,,,,,인천(ICN),시안(XIY),13824,253,106.0,201802
,,,,,,,,,,인천(ICN),시애틀(SEA),16431,879,197.0,201802
,,,,,,,,,,인천(ICN),시즈오카(FSZ),9024,78,56.0,201802
,,,,,,,,,,인천(ICN),시카고(ORD),9016,625,112.0,201802
,,,,,,,,,,인천(ICN),신시내티(CVG),0,0,136.0,201802
,,,,,,,,,,인천(ICN),심양(SHE),33358,679,224.0,201802
,,,,,,,,,,인천(ICN),싱가폴(SIN),97434,1509,507.0,201802
,,,,,,,,,,인천(ICN),씨엠립(REP),22631,230,155.0,201802
,,,,,,,,,,인천(ICN),아디스아바바(ADD),3283,96,32.0,201802
,,,,,,,,,,인천(ICN),아스타나(TSE),1128,18,8.0,201802
,,,,,,,,,,인천(ICN),아오모리(AOJ),3749,59,40.0,201802
,,,,,,,,,,인천(ICN),아틀란타(ATL),14796,762,122.0,201802
,,,,,,,,,,인천(ICN),알마아타(ALA),7488,142,40.0,201802
,,,,,,,,,,인천(ICN),암스텔담(AMS),18571,369,80.0,201802
,,,,,,,,,,인천(ICN),앵커리지(ANC),0,0,194.0,201802
,,,,,,,,,,인천(ICN),야쿠츠크(YKS),873,11,8.0,201802
,,,,,,,,,,인천(ICN),연길(YNJ),34339,590,224.0,201802
,,,,,,,,,,인천(ICN),연대(YNT),36045,571,332.0,201802
,,,,,,,,,,인천(ICN),염성(YNZ),4101,71,40.0,201802
,,,,,,,,,,인천(ICN),오까야마(OKJ),8398,99,56.0,201802
,,,,,,,,,,인천(ICN),오끼나와(OKA),69894,677,422.0,201802
,,,,,,,,,,인천(ICN),오슬로(OSL),0,0,23.0,201802
,,,,,,,,,,인천(ICN),오이다(OIT),12035,91,72.0,201802
,,,,,,,,,,인천(ICN),오크랜드(미)(OAK),0,0,24.0,201802
,,,,,,,,,,인천(ICN),오클랜드(AKL),11927,299,56.0,201802
,,,,,,,,,,인천(ICN),온타리오(ONT),0,0,13.0,201802
,,,,,,,,,,인천(ICN),요나고(YGJ),5293,40,40.0,201802
,,,,,,,,,,인천(ICN),우베(UBJ),3845,27,24.0,201802
,,,,,,,,,,인천(ICN),우한(무한)(WUH),7404,129,56.0,201802
,,,,,,,,,,인천(ICN),워싱턴 덜레스(IAD),6461,352,56.0,201802
,,,,,,,,,,인천(ICN),원저우(WNZ),2977,51,24.0,201802
,,,,,,,,,,인천(ICN),웨이하이(WEH),30026,447,224.0,201802
,,,,,,,,,,인천(ICN),이루크츠크(IKT),962,16,8.0,201802
,,,,,,,,,,인천(ICN),이스탄불(IST),33542,619,148.0,201802
,,,,,,,,,,인천(ICN),인디아나폴리스(IND),0,0,17.0,201802
,,,,,,,,,,인천(ICN),자무쓰(JMU),2442,38,16.0,201802
,,,,,,,,,,인천(ICN),자이드(AUH),13861,298,56.0,201802
,,,,,,,,,,인천(ICN),자카르타(CGK),33159,636,168.0,201802
,,,,,,,,,,인천(ICN),장춘(CGQ),18794,354,140.0,201802
,,,,,,,,,,인천(ICN),정저우(CGO),4315,87,61.0,201802
,,,,,,,,,,인천(ICN),제주(CJU),0,0,,201802
,,,,,,,,,,인천(ICN),조호바루(JHB),5554,69,16.0,201802
,,,,,,,,,,인천(ICN),지난(TNA),17308,296,136.0,201802
,,,,,,,,,,인천(ICN),창사(CSX),16455,236,120.0,201802
,,,,,,,,,,인천(ICN),천진(TSN),36016,629,354.0,201802
,,,,,,,,,,인천(ICN),청도(TAO),126238,1863,872.0,201802
,,,,,,,,,,인천(ICN),청두(CTU),12229,206,112.0,201802
,,,,,,,,,,인천(ICN),총킹(중경)(CKG),9326,146,86.0,201802
,,,,,,,,,,인천(ICN),취리히(ZRH),3616,146,24.0,201802
,,,,,,,,,,인천(ICN),치앙마이(CNX),10070,234,56.0,201802
,,,,,,,,,,인천(ICN),카고시마(KOJ),19889,243,120.0,201802
,,,,,,,,,,인천(ICN),카오슝(KHH),28080,401,176.0,201802
,,,,,,,,,,인천(ICN),카투만두(KTM),4208,159,32.0,201802
,,,,,,,,,,인천(ICN),칼리보(KLO),56543,571,368.0,201802
,,,,,,,,,,인천(ICN),코로르(ROR),2326,69,48.0,201802
,,,,,,,,,,인천(ICN),코타키나발루(BKI),46286,494,280.0,201802
,,,,,,,,,,인천(ICN),콜롬보(CMB),2510,70,,201802
,,,,,,,,,,인천(ICN),쿠알라룸푸르(KUL),76883,1098,280.0,201802
,,,,,,,,,,인천(ICN),쿤밍(KMG),5503,121,64.0,201802
,,,,,,,,,,인천(ICN),퀼른(CGN),0,0,,201802
,,,,,,,,,,인천(ICN),클라크 필드(CRK),25089,473,170.0,201802
,,,,,,,,,,인천(ICN),키타큐슈(KKJ),9307,71,56.0,201802
,,,,,,,,,,인천(ICN),타쉬켄트(TAS),14119,467,72.0,201802
,,,,,,,,,,인천(ICN),타이페이(TPE),189142,2473,648.0,201802
,,,,,,,,,,인천(ICN),타크빌라란(TAG),6067,69,56.0,201802
,,,,,,,,,,인천(ICN),텔아비브(TLV),3140,81,24.0,201802
,,,,,,,,,,인천(ICN),토론토(YYZ),18064,778,96.0,201802
,,,,,,,,,,인천(ICN),퉁치(TXN),1063,15,16.0,201802
,,,,,,,,,,인천(ICN),파리 샤를드골(CDG),41301,837,166.0,201802
,,,,,,,,,,인천(ICN),페낭(PEN),0,0,30.0,201802
,,,,,,,,,,인천(ICN),푸동(PVG),110319,1923,957.0,201802
,,,,,,,,,,인천(ICN),푸켓(HKT),35876,569,168.0,201802
,,,,,,,,,,인천(ICN),프라하(PRG),10730,215,55.0,201802
,,,,,,,,,,인천(ICN),프랑크푸르트(FRA),47734,979,304.0,201802
,,,,,,,,,,인천(ICN),프롬펜(PNH),15645,375,112.0,201802
,,,,,,,,,,인천(ICN),하노이(HAN),125024,1961,710.0,201802
,,,,,,,,,,인천(ICN),하바로보스크(KHV),4402,100,64.0,201802
,,,,,,,,,,인천(ICN),하얼빈(HRB),17960,353,112.0,201802
,,,,,,,,,,인천(ICN),하이커우(HAK),3054,65,72.0,201802
,,,,,,,,,,인천(ICN),하이퐁(HPH),8458,144,56.0,201802
,,,,,,,,,,인천(ICN),항조우(HGH),14004,238,112.0,201802
,,,,,,,,,,인천(ICN),허폐(HFE),2732,47,24.0,201802
,,,,,,,,,,인천(ICN),헤이다르 알리예프(GYD),0,0,27.0,201802
,,,,,,,,,,인천(ICN),헬싱키(HEL),15045,340,56.0,201802
,,,,,,,,,,인천(ICN),호놀룰루(HNL),53218,1183,288.0,201802
,,,,,,,,,,인천(ICN),호치민(SGN),107455,2630,633.0,201802
,,,,,,,,,,인천(ICN),홍콩(HKG),253026,3279,1420.0,201802
,,,,,,,,,,인천(ICN),후쿠오카(FUK),182395,1770,976.0,201802
,,,,,,,,,,인천(ICN),히로시마(HIJ),5026,48,40.0,201802
,,,,,,,,,,인천(ICN),간사이(KIX),299407,3023,1702.0,201803
,,,,,,,,,,인천(ICN),계림(KWL),5584,65,45.0,201803
,,,,,,,,,,인천(ICN),고마스(KMQ),2326,42,26.0,201803
,,,,,,,,,,인천(ICN),과달라하라(GDL),0,0,28.0,201803
,,,,,,,,,,인천(ICN),괌(GUM),80233,991,443.0,201803
,,,,,,,,,,인천(ICN),광저우(CAN),55755,913,373.0,201803
,,,,,,,,,,인천(ICN),구마모도(KMJ),9486,93,64.0,201803
,,,,,,,,,,인천(ICN),구이양(KWE),1933,24,22.0,201803
,,,,,,,,,,인천(ICN),나가사키(NGS),4031,36,26.0,201803
,,,,,,,,,,인천(ICN),나고야(NGO),59145,862,366.0,201803
,,,,,,,,,,인천(ICN),나디(NAN),1225,79,26.0,201803
,,,,,,,,,,인천(ICN),나보이(NVI),0,0,,201803
