startDt,endDt,airlineType,koreaAirport,ap1,ap2,ap_ROUTE,arr_WEIGHT,total_PERSON,dep_WEIGHT,total_FP,dep_PERSON,arr_PERSON,total_WEIGHT,arr_FP,al_ICAO,dep_FP,year
,,,,인천 (RKSI),나고야 (RJGG),RJGG,1310,270288,1482,1595,135062,135226,2792,797,JJA,798,2023
,,,,인천 (RKSI),나고야 (RJGG),RJGG,319,69630,319,432,34314,35316,638,216,JNA,216,2023
,,,,인천 (RKSI),나고야 (RJGG),RJGG,3073,210174,3137,1333,107676,102498,6210,666,KAL,667,2023
,,,,인천 (RKSI),나고야 (RJGG),RJGG,0,0,0,1,0,0,0,0,NCR,1,2023
,,,,인천 (RKSI),남경 (ZSNJ),ZSNJ,1021,44190,428,326,21516,22674,1449,163,AAR,163,2023
,,,,인천 (RKSI),남경 (ZSNJ),ZSNJ,839,72504,642,714,37306,35198,1481,357,CES,357,2023
,,,,인천 (RKSI),남경 (ZSNJ),ZSNJ,135,9049,95,50,4270,4779,230,25,DKH,25,2023
,,,,인천 (RKSI),남경 (ZSNJ),ZSNJ,0,0,0,1,0,0,0,0,GTI,1,2023
,,,,인천 (RKSI),남경 (ZSNJ),ZSNJ,398,41911,316,346,18869,23042,714,173,KAL,173,2023
,,,,인천 (RKSI),내슈빌 (KBNA),KBNA,761,0,62,90,0,0,823,51,GTI,39,2023
,,,,인천 (RKSI),넬리스 공군기지 (KLSV),KLSV,0,0,0,1,0,0,0,1,GTI,0,2023
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,0,16,0,2,16,0,0,1,,1,2023
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,47267,292507,33946,2525,148852,143655,81213,1260,AAR,1265,2023
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,4319,0,4335,510,0,0,8654,255,AIH,255,2023
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,0,0,0,1,0,0,0,1,AZG,0,2023
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,992,89915,952,552,44831,45084,1944,276,BAV,276,2023
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,0,0,68,17,0,0,68,6,GTI,11,2023
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,10018,366764,9345,1486,183780,182984,19363,744,HVN,742,2023
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,4872,86755,5231,1108,43895,42860,10103,554,JJA,554,2023
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,29580,241724,26373,2053,120447,121277,55953,1027,KAL,1026,2023
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,0,0,0,1,0,0,0,1,NCR,0,2023
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,0,0,3,1,0,0,3,0,TMG,1,2023
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,3404,273438,2485,1451,127796,145642,5889,725,VJC,726,2023
,,,,인천 (RKSI),누르술탄 나자르바예프 (UACC),UACC,0,53,0,2,28,25,0,1,,1,2023
,,,,인천 (RKSI),뉴어크 리버티 (KEWR),KEWR,1123,70401,1597,255,36047,34354,2720,127,APZ,128,2023
,,,,인천 (RKSI),뉴어크 리버티 (KEWR),KEWR,0,0,0,1,0,0,0,1,CKS,0,2023
,,,,인천 (RKSI),뉴어크 리버티 (KEWR),KEWR,0,0,0,1,0,0,0,1,GTI,0,2023
,,,,인천 (RKSI),뉴어크 리버티 (KEWR),KEWR,0,0,255,8,0,0,255,0,UPS,8,2023
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,0,0,0,1,0,0,0,1,,0,2023
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,3811,235080,6061,869,121287,113793,9872,434,AAR,435,2023
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,1307,0,0,121,0,0,1307,105,CKS,16,2023
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,0,0,0,2,0,0,0,2,DAL,0,2023
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,263,0,33,937,0,0,296,527,GTI,410,2023
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,22904,475442,38369,2283,240757,234685,61273,1140,KAL,1143,2023
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,0,0,0,1,0,0,0,1,NCR,0,2023
,,,,인천 (RKSI),니가타 (RJSN),RJSN,33,5762,33,54,2868,2894,66,27,KAL,27,2023
,,,,인천 (RKSI),닝보 (ZSNB),ZSNB,0,0,0,185,0,0,0,169,CKS,16,2023
,,,,인천 (RKSI),닝보 (ZSNB),ZSNB,1747,0,356,172,0,0,2103,86,HYT,86,2023
,,,,인천 (RKSI),다낭 (VVDN),VVDN,1165,125816,827,678,64003,61813,1992,339,AAR,339,2023
,,,,인천 (RKSI),다낭 (VVDN),VVDN,407,76655,299,444,38387,38268,706,223,ABL,221,2023
,,,,인천 (RKSI),다낭 (VVDN),VVDN,1081,132733,502,734,67479,65254,1583,367,ASV,367,2023
,,,,인천 (RKSI),다낭 (VVDN),VVDN,158,33640,121,205,17050,16590,279,102,ESR,103,2023
,,,,인천 (RKSI),다낭 (VVDN),VVDN,948,100356,679,740,51824,48532,1627,370,HVN,370,2023
,,,,인천 (RKSI),다낭 (VVDN),VVDN,1563,250473,1125,1476,129193,121280,2688,738,JJA,738,2023
,,,,인천 (RKSI),다낭 (VVDN),VVDN,1706,215732,1012,1145,107829,107903,2718,573,JNA,572,2023
,,,,인천 (RKSI),다낭 (VVDN),VVDN,3122,318155,2780,1390,159277,158878,5902,695,KAL,695,2023
,,,,인천 (RKSI),다낭 (VVDN),VVDN,2442,358283,1412,2167,182309,175974,3854,1083,TWB,1084,2023
,,,,인천 (RKSI),다낭 (VVDN),VVDN,3861,371086,1497,2178,175896,195190,5358,1090,VJC,1088,2023
,,,,인천 (RKSI),다쇼 구즈 (UTAT),UTAT,0,0,0,1,0,0,0,0,,1,2023
,,,,인천 (RKSI),다윈 (YPDN),YPDN,0,0,0,2,0,0,0,2,GTI,0,2023
,,,,인천 (RKSI),다윈 (YPDN),YPDN,0,0,0,3,0,0,0,2,WGN,1,2023
,,,,인천 (RKSI),다카 (VGHS),VGHS,0,0,0,1,0,0,0,1,,0,2023
,,,,인천 (RKSI),다카 (VGHS),VGHS,27,1124,33,12,572,552,60,6,APZ,6,2023
,,,,인천 (RKSI),다카 (VGHS),VGHS,204,13662,250,100,5131,8531,454,50,JNA,50,2023
,,,,인천 (RKSI),다카 (VGHS),VGHS,0,0,0,1,0,0,0,1,WGN,0,2023
,,,,인천 (RKSI),다카마쓰 (RJOT),RJOT,507,116561,444,662,58527,58034,951,331,ASV,331,2023
,,,,인천 (RKSI),다카마쓰 (RJOT),RJOT,0,123,2,1,123,0,2,0,JAL,1,2023
,,,,인천 (RKSI),달랏 (VVDL),VVDL,5,661,5,6,326,335,10,3,AAR,3,2023
,,,,인천 (RKSI),달랏 (VVDL),VVDL,13,3201,15,23,1901,1300,28,11,JJA,12,2023
,,,,인천 (RKSI),달랏 (VVDL),VVDL,28,3522,26,28,1760,1762,54,14,KAL,14,2023
,,,,인천 (RKSI),달랏 (VVDL),VVDL,370,66445,311,556,33901,32544,681,279,VJC,277,2023
,,,,인천 (RKSI),대구 (RKTN),RKTN,1,180,1,4,85,95,2,2,KAL,2,2023
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,0,0,0,35,0,0,0,0,,35,2023
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,620,34847,457,277,16139,18708,1077,138,AAR,139,2023
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,78,4871,76,24,2413,2458,154,12,CHH,12,2023
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,1610,113126,1526,1098,58777,54349,3136,549,CSN,549,2023
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,0,0,0,2,0,0,0,1,CSS,1,2023
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,58,0,84,26,0,0,142,13,CYZ,13,2023
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,5500,95546,3103,700,45632,49914,8603,349,KAL,351,2023
,,,,인천 (RKSI),댈러스 (KDFW),KDFW,2883,188293,5091,765,97812,90481,7974,383,AAL,382,2023
,,,,인천 (RKSI),댈러스 (KDFW),KDFW,0,0,0,84,0,0,0,38,GTI,46,2023
,,,,인천 (RKSI),댈러스 (KDFW),KDFW,9179,105087,18773,759,55027,50060,27952,380,KAL,379,2023
,,,,인천 (RKSI),덴파사(응우라 라이) (WADD),WADD,550,46053,1089,228,23882,22171,1639,114,GIA,114,2023
,,,,인천 (RKSI),덴파사(응우라 라이) (WADD),WADD,2364,247665,1798,961,123289,124376,4162,480,KAL,481,2023
,,,,인천 (RKSI),델리 (VIDP),VIDP,834,49121,1100,270,22228,26893,1934,135,AAR,135,2023
,,,,인천 (RKSI),델리 (VIDP),VIDP,1469,73142,2776,379,35167,37975,4245,189,AIC,190,2023
,,,,인천 (RKSI),델리 (VIDP),VIDP,0,0,0,35,0,0,0,35,GTI,0,2023
,,,,인천 (RKSI),델리 (VIDP),VIDP,1967,65090,1554,381,25717,39373,3521,190,KAL,191,2023
,,,,인천 (RKSI),도야마 (RJNT),RJNT,15,2772,12,20,1387,1385,27,10,AAR,10,2023
,,,,인천 (RKSI),도야마 (RJNT),RJNT,49,9634,42,64,4914,4720,91,32,TWB,32,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,1,0,0,0,0,,1,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,17870,548884,19172,2619,277776,271108,37042,1309,AAR,1310,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,1475,284018,1468,1464,142736,141282,2943,732,ABL,732,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,1095,0,1408,288,0,0,2503,144,AIH,144,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,7212,0,10105,582,0,0,17317,291,ANA,291,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,1842,145576,2719,494,73305,72271,4561,247,APZ,247,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,1853,354527,1716,1897,178673,175854,3569,948,ASV,949,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,4,0,0,0,4,BOX,0,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,255,55153,222,326,27868,27285,477,163,ESR,163,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,274,42931,276,500,20204,22727,550,249,ETH,251,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,3,0,0,0,1,FDX,2,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,7,0,0,14,0,0,7,14,GEC,0,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,18,0,0,0,8,GTI,10,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,1,0,0,0,1,JAL,0,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,4364,649276,4811,4118,324776,324500,9175,2059,JJA,2059,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,3347,577662,4991,2482,288675,288987,8338,1241,JNA,1241,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,31446,352144,30952,2674,178522,173622,62398,1339,KAL,1335,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,6,0,188,0,6,0,94,KLM,94,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,1,0,0,0,1,LOT,0,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,1,0,0,0,0,PAC,1,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,2689,448207,3085,2190,225818,222389,5774,1095,TWB,1095,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,3625,183063,4922,870,80531,102532,8547,435,TZP,435,2023
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,9,0,0,0,2,WGN,7,2023
,,,,인천 (RKSI),도하 (OTHH),OTHH,0,0,0,2,0,0,0,0,,2,2023
,,,,인천 (RKSI),도하 (OTHH),OTHH,21548,262953,25383,1182,132074,130879,46931,614,QTR,568,2023
,,,,인천 (RKSI),돈므앙(방콕) (VTBD),VTBD,259,62235,227,376,31144,31091,486,188,TWB,188,2023
,,,,인천 (RKSI),두바이 (OMDB),OMDB,1378,110377,2488,635,55379,54998,3866,317,KAL,318,2023
,,,,인천 (RKSI),두바이 (OMDB),OMDB,6779,333850,7808,729,170863,162987,14587,365,UAE,364,2023
,,,,인천 (RKSI),두바이 (OMDB),OMDB,0,0,0,4,0,0,0,4,UPS,0,2023
,,,,인천 (RKSI),디트로이트 (KDTW),KDTW,2630,188842,5945,764,100990,87852,8575,382,DAL,382,2023
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,0,0,0,1,0,0,0,0,,1,2023
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,10307,269259,9835,1381,135939,133320,20142,691,AAR,690,2023
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,1798,73162,1437,278,36212,36950,3235,139,APZ,139,2023
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,0,0,0,1,0,0,0,1,AZG,0,2023
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,8182,330768,7688,1468,161490,169278,15870,734,HVN,734,2023
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,705,71841,593,511,37343,34498,1298,255,JJA,256,2023
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,22040,447657,17413,2421,223117,224540,39453,1210,KAL,1211,2023
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,0,0,0,8,0,0,0,8,NCR,0,2023
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,974,105638,539,680,52541,53097,1513,340,TWB,340,2023
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,2980,353572,2196,2171,171019,182553,5176,1086,VJC,1085,2023
,,,,인천 (RKSI),라스베이거스 (KLAS),KLAS,3,609,4,4,305,304,7,2,AAR,2,2023
,,,,인천 (RKSI),라스베이거스 (KLAS),KLAS,10,1101,17,4,607,494,27,2,DAL,2,2023
,,,,인천 (RKSI),라스베이거스 (KLAS),KLAS,1513,108694,3969,428,56366,52328,5482,214,KAL,214,2023
,,,,인천 (RKSI),라이프치히 (EDDP),EDDP,24,0,0,1,0,0,24,1,,0,2023
,,,,인천 (RKSI),라이프치히 (EDDP),EDDP,17425,0,2791,875,0,0,20216,438,BOX,437,2023
,,,,인천 (RKSI),람스테인 (ETAR),ETAR,0,0,0,4,0,0,0,4,CKS,0,2023
,,,,인천 (RKSI),람스테인 (ETAR),ETAR,0,0,0,14,0,0,0,14,GTI,0,2023
,,,,인천 (RKSI),람스테인 (ETAR),ETAR,0,0,0,11,0,0,0,11,WGN,0,2023
,,,,인천 (RKSI),랑카위 (WMKL),WMKL,0,71,1,1,71,0,1,0,,1,2023
,,,,인천 (RKSI),런던히드로 (EGLL),EGLL,3508,174192,4107,666,90263,83929,7615,333,AAR,333,2023
,,,,인천 (RKSI),런던히드로 (EGLL),EGLL,15262,178326,17693,1027,90301,88025,32955,514,KAL,513,2023
,,,,인천 (RKSI),로마 (LIRF),LIRF,2153,112809,1576,440,56345,56464,3729,220,AAR,220,2023
,,,,인천 (RKSI),로마 (LIRF),LIRF,4648,152445,3281,598,75040,77405,7929,299,KAL,299,2023
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,11864,514271,18639,1591,260809,253462,30503,795,AAR,796,2023
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,3898,158364,6417,584,80238,78126,10315,292,APZ,292,2023
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,1860,0,0,74,0,0,1860,66,CKS,8,2023
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,6,277,12,2,0,277,18,1,DAL,1,2023
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,2747,0,0,52,0,0,2747,52,FDX,0,2023
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,6112,0,2839,963,0,0,8951,543,GTI,420,2023
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,38588,510674,70921,2701,259328,251346,109509,1349,KAL,1352,2023
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,0,0,0,11,0,0,0,11,MAA,0,2023
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,9789,0,9732,622,0,0,19521,202,PAC,420,2023
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,0,0,0,19,0,0,0,0,PAL,19,2023
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,0,0,8845,196,0,0,8845,0,SIA,196,2023
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,0,0,23,1,0,0,23,0,UAL,1,2023
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,0,0,0,63,0,0,0,60,WGN,3,2023
,,,,인천 (RKSI),루이즈빌 (KSDF),KSDF,0,0,0,1,0,0,0,1,GTI,0,2023
,,,,인천 (RKSI),루이즈빌 (KSDF),KSDF,2639,0,3045,716,0,0,5684,529,UPS,187,2023
,,,,인천 (RKSI),룩셈부르크 핀델 (ELLX),ELLX,5564,2,13008,561,2,0,18572,280,CLX,281,2023
,,,,인천 (RKSI),리버사이드 공군기지 (KRIV),KRIV,0,0,0,1,0,0,0,1,WGN,0,2023
,,,,인천 (RKSI),리에주 (EBLG),EBLG,0,0,0,2,0,0,0,2,,0,2023
,,,,인천 (RKSI),리에주 (EBLG),EBLG,0,0,0,2,0,0,0,2,GTI,0,2023
,,,,인천 (RKSI),마나도 (WAMM),WAMM,2,333,2,4,168,165,4,2,JJA,2,2023
,,,,인천 (RKSI),마나스 (UCFM),UCFM,77,8485,91,58,4177,4308,168,29,TWB,29,2023
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,6789,331032,6696,1465,164036,166996,13485,733,AAR,732,2023
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,679,148497,1202,1175,72882,75615,1881,587,APG,588,2023
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,1502,236482,2025,1451,115001,121481,3527,726,CEB,725,2023
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,678,115500,1076,730,56911,58589,1754,365,JJA,365,2023
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,14250,459256,11641,1694,222567,236689,25891,846,KAL,848,2023
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,2696,266697,4597,1438,136923,129774,7293,728,PAL,710,2023
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,0,0,0,1,0,0,0,0,RYL,1,2023
,,,,인천 (RKSI),마드리드 (LEMD),LEMD,2,81,0,1,0,81,2,1,,0,2023
,,,,인천 (RKSI),마드리드 (LEMD),LEMD,10702,52433,9762,425,26151,26282,20464,212,KAL,213,2023
,,,,인천 (RKSI),마르세유 (LFML),LFML,11,1252,9,6,626,626,20,3,KAL,3,2023
,,,,인천 (RKSI),마쓰야마 (RJOM),RJOM,314,68840,261,438,34561,34279,575,219,JJA,219,2023
,,,,인천 (RKSI),마이애미 (KMIA),KMIA,2810,0,1203,595,0,0,4013,271,GTI,324,2023
,,,,인천 (RKSI),마이애미 (KMIA),KMIA,0,0,0,3,0,0,0,3,NCR,0,2023
,,,,인천 (RKSI),마이애미 (KMIA),KMIA,3482,0,5269,372,0,0,8751,210,PAC,162,2023
,,,,인천 (RKSI),마카오 (VMMC),VMMC,539,68795,426,568,35103,33692,965,283,AMU,285,2023
,,,,인천 (RKSI),마카오 (VMMC),VMMC,71,15915,66,104,8132,7783,137,52,JJA,52,2023
,,,,인천 (RKSI),마카오 (VMMC),VMMC,653,105380,476,507,52803,52577,1129,253,JNA,254,2023
,,,,인천 (RKSI),마카오 (VMMC),VMMC,0,0,0,1,0,0,0,0,NCR,1,2023
,,,,인천 (RKSI),마카오 (VMMC),VMMC,0,0,0,3,0,0,0,0,TMG,3,2023
,,,,인천 (RKSI),맥코드공군기지 (KTCM),KTCM,0,0,0,2,0,0,0,2,GTI,0,2023
,,,,인천 (RKSI),멕시코시티 (MMMX),MMMX,0,0,0,1,0,0,0,0,GTI,1,2023
,,,,인천 (RKSI),멕시코시티 (MMMX),MMMX,0,0,0,3,0,0,0,3,MAA,0,2023
,,,,인천 (RKSI),멜버른 (YMML),YMML,10,1043,9,4,449,594,19,2,AAR,2,2023
,,,,인천 (RKSI),멤피스 (KMEM),KMEM,29322,0,9435,1752,0,0,38757,1316,FDX,436,2023
,,,,인천 (RKSI),멤피스 (KMEM),KMEM,0,0,0,1,0,0,0,1,GTI,0,2023
,,,,인천 (RKSI),목단강 (ZYMD),ZYMD,233,27576,201,240,13483,14093,434,120,CSN,120,2023
,,,,인천 (RKSI),몬테레이 (MMMY),MMMY,0,79,2,1,79,0,2,0,,1,2023
,,,,인천 (RKSI),뭄바이 (VABB),VABB,0,0,0,2,0,0,0,2,NCR,0,2023
,,,,인천 (RKSI),뮌헨 (EDDM),EDDM,4394,165618,4793,674,82489,83129,9187,336,DLH,338,2023
,,,,인천 (RKSI),미니애폴리스 (KMSP),KMSP,3049,189079,6724,732,97645,91434,9773,360,DAL,372,2023
,,,,인천 (RKSI),미야자키 (RJFM),RJFM,144,18606,150,126,9413,9193,294,63,AAR,63,2023
,,,,인천 (RKSI),미자와 (RJSM),RJSM,0,0,0,4,0,0,0,3,GTI,1,2023
,,,,인천 (RKSI),미하일 코갈리차누 (LRCK),LRCK,0,0,0,1,0,0,0,1,WGN,0,2023
,,,,인천 (RKSI),민하드(두바이) (OMDM),OMDM,0,0,0,1,0,0,0,1,GTI,0,2023
,,,,인천 (RKSI),밀라노 (LIMC),LIMC,0,0,0,1,0,0,0,1,,0,2023
,,,,인천 (RKSI),밀라노 (LIMC),LIMC,7096,0,9245,206,0,0,16341,103,AAR,103,2023
,,,,인천 (RKSI),밀라노 (LIMC),LIMC,6193,0,4924,275,0,0,11117,138,ICV,137,2023
,,,,인천 (RKSI),밀라노 (LIMC),LIMC,16520,84504,13709,753,41129,43375,30229,376,KAL,377,2023
,,,,인천 (RKSI),바레인 (OBBI),OBBI,0,0,0,1,0,0,0,1,CKS,0,2023
,,,,인천 (RKSI),바레인 (OBBI),OBBI,0,0,0,5,0,0,0,5,GTI,0,2023
,,,,인천 (RKSI),바르샤바 (EPWA),EPWA,0,0,0,1,0,0,0,1,APZ,0,2023
,,,,인천 (RKSI),바르샤바 (EPWA),EPWA,2940,125397,3821,507,62632,62765,6761,253,LOT,254,2023
,,,,인천 (RKSI),바르셀로나 (LEBL),LEBL,1830,80430,995,289,39915,40515,2825,145,AAR,144,2023
,,,,인천 (RKSI),바르셀로나 (LEBL),LEBL,306,19224,289,64,10085,9139,595,32,APZ,32,2023
,,,,인천 (RKSI),바르셀로나 (LEBL),LEBL,2820,95578,1971,395,46972,48606,4791,197,KAL,198,2023
,,,,인천 (RKSI),바탐 (WIDD),WIDD,2,257,2,4,142,115,4,2,JJA,2,2023
,,,,인천 (RKSI),반다라나이케 (VCBI),VCBI,1239,39929,1543,212,18723,21206,2782,106,ALK,106,2023
,,,,인천 (RKSI),반다르스리 (WBSB),WBSB,165,22648,267,280,11041,11607,432,140,RBA,140,2023
,,,,인천 (RKSI),반덴버그 공군기지 (KVBG),KVBG,0,0,42,1,0,0,42,0,,1,2023
,,,,인천 (RKSI),발릭파판 (WALL),WALL,7,0,0,4,0,0,7,4,TMG,0,2023
,,,,인천 (RKSI),밴쿠버 (CYVR),CYVR,6790,212285,7676,771,107145,105140,14466,386,ACA,385,2023
,,,,인천 (RKSI),밴쿠버 (CYVR),CYVR,4764,187362,6433,730,95035,92327,11197,365,KAL,365,2023
,,,,인천 (RKSI),베니스 (LIPZ),LIPZ,68,4132,32,14,2077,2055,100,7,AAR,7,2023
,,,,인천 (RKSI),베니스 (LIPZ),LIPZ,6,809,6,5,405,404,12,2,KAL,3,2023
,,,,인천 (RKSI),베이루트 (OLBA),OLBA,6,541,18,4,269,272,24,2,KAL,2,2023
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,1,52,0,4,0,52,1,2,,2,2023
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,2378,147160,1620,1106,67518,79642,3998,553,AAR,553,2023
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,17,0,0,0,9,AFR,8,2023
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,1549,162385,1802,1381,81323,81062,3351,690,CCA,691,2023
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,36,0,0,0,36,GEC,0,2023
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,2281,84245,2033,837,39707,44538,4314,418,KAL,419,2023
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,35,0,0,0,0,QTR,35,2023
,,,,인천 (RKSI),베이징 다싱 (ZBAD),ZBAD,1699,82172,857,474,41667,40505,2556,237,CES,237,2023
,,,,인천 (RKSI),베이징 다싱 (ZBAD),ZBAD,491,53883,427,356,27865,26018,918,179,CSN,177,2023
,,,,인천 (RKSI),보스턴 (KBOS),KBOS,2480,143946,5474,617,74688,69258,7954,308,KAL,309,2023
,,,,인천 (RKSI),볼티모어 (KBWI),KBWI,0,0,0,1,0,0,0,0,GTI,1,2023
,,,,인천 (RKSI),부다페스트 (LHBP),LHBP,0,7,0,1,7,0,0,0,,1,2023
,,,,인천 (RKSI),부다페스트 (LHBP),LHBP,2142,76546,3048,333,38596,37950,5190,167,KAL,166,2023
,,,,인천 (RKSI),부다페스트 (LHBP),LHBP,1728,79342,2369,332,39372,39970,4097,166,LOT,166,2023
,,,,인천 (RKSI),부얀트 우카 (ZMUB),ZMUB,0,0,0,4,0,0,0,2,JJA,2,2023
,,,,인천 (RKSI),부얀트 우카 (ZMUB),ZMUB,0,0,0,1,0,0,0,1,MGL,0,2023
,,,,인천 (RKSI),부얀트 우카 (ZMUB),ZMUB,0,0,0,4,0,0,0,2,TWB,2,2023
,,,,인천 (RKSI),브뤼셀 (EBBR),EBBR,11057,0,13727,314,0,0,24784,157,AAR,157,2023
,,,,인천 (RKSI),브리즈번 (YBBN),YBBN,1283,89684,2339,439,47248,42436,3622,219,KAL,220,2023
,,,,인천 (RKSI),비라코프스 (SBKP),SBKP,8095,0,11050,293,0,0,19145,146,KAL,147,2023
,,,,인천 (RKSI),비엔나 (LOWW),LOWW,2756,92695,3312,378,46257,46438,6068,189,KAL,189,2023
,,,,인천 (RKSI),비엔티안 (VLVT),VLVT,77,13886,86,73,7425,6461,163,36,ABL,37,2023
,,,,인천 (RKSI),비엔티안 (VLVT),VLVT,474,86977,475,513,43849,43128,949,256,JJA,257,2023
,,,,인천 (RKSI),비엔티안 (VLVT),VLVT,235,34434,234,208,17193,17241,469,104,JNA,104,2023
,,,,인천 (RKSI),비엔티안 (VLVT),VLVT,637,82347,784,696,41245,41102,1421,348,LAO,348,2023
,,,,인천 (RKSI),비엔티안 (VLVT),VLVT,196,30767,188,178,15461,15306,384,89,TWB,89,2023
,,,,인천 (RKSI),사가 (RJFS),RJFS,68,15667,51,118,7869,7798,119,59,TWB,59,2023
,,,,인천 (RKSI),사라고사 (LEZG),LEZG,0,0,0,1,0,0,0,1,GTI,0,2023
