startDt,endDt,airlineType,koreaAirport,ap1,ap2,ap_ROUTE,arr_WEIGHT,total_PERSON,dep_WEIGHT,total_FP,dep_PERSON,arr_PERSON,total_WEIGHT,arr_FP,al_ICAO,dep_FP,year
,,,,인천 (RKSI),타이난 (RCNN),RCNN,0,0,0,4,0,0,0,2,ASV,2,2019
,,,,인천 (RKSI),타이난 (RCNN),RCNN,0,0,0,9,0,0,0,5,ESR,4,2019
,,,,인천 (RKSI),타이난 (RCNN),RCNN,0,0,0,9,0,0,0,3,JJA,6,2019
,,,,인천 (RKSI),타이난 (RCNN),RCNN,0,0,0,12,0,0,0,5,TWB,7,2019
,,,,인천 (RKSI),타이중 (RCMQ),RCMQ,79,14538,93,116,7296,7242,172,58,AAR,58,2019
,,,,인천 (RKSI),타이중 (RCMQ),RCMQ,164,30067,245,202,15142,14925,409,101,EVA,101,2019
,,,,인천 (RKSI),타이중 (RCMQ),RCMQ,368,79170,368,512,38674,40496,736,256,TWB,256,2019
,,,,인천 (RKSI),텔아비브 (LLBG),LLBG,1249,60063,1634,313,29957,30106,2883,156,KAL,157,2019
,,,,인천 (RKSI),텔아비브 (LLBG),LLBG,0,234,4,1,234,0,4,0,QFA,1,2019
,,,,인천 (RKSI),토론토 (CYYZ),CYYZ,4935,200558,6546,681,101124,99434,11481,339,ACA,342,2019
,,,,인천 (RKSI),토론토 (CYYZ),CYYZ,3706,154390,5034,641,78349,76041,8740,320,KAL,321,2019
,,,,인천 (RKSI),토론토 (CYYZ),CYYZ,72,0,0,2,0,0,72,2,VDA,0,2019
,,,,인천 (RKSI),툴루즈 (LFBO),LFBO,0,0,0,4,0,0,0,4,AAR,0,2019
,,,,인천 (RKSI),트레비스 (KSUU),KSUU,0,0,0,1,0,0,0,0,GTI,1,2019
,,,,인천 (RKSI),트레비스 (KSUU),KSUU,0,0,0,2,0,0,0,2,PAC,0,2019
,,,,인천 (RKSI),트레비스 (KSUU),KSUU,0,0,0,2,0,0,0,2,WGN,0,2019
,,,,인천 (RKSI),파리 (LFPG),LFPG,3580,139083,3496,521,68567,70516,7076,261,AAR,260,2019
,,,,인천 (RKSI),파리 (LFPG),LFPG,8886,281497,9161,878,141596,139901,18047,439,AFR,439,2019
,,,,인천 (RKSI),파리 (LFPG),LFPG,6217,262352,5975,776,128884,133468,12192,388,KAL,388,2019
,,,,인천 (RKSI),파야레바 (WSAP),WSAP,0,0,0,1,0,0,0,1,ACA,0,2019
,,,,인천 (RKSI),파야레바 (WSAP),WSAP,0,0,0,1,0,0,0,1,PAC,0,2019
,,,,인천 (RKSI),판보로 (EGLF),EGLF,0,2,0,1,0,2,0,1,,0,2019
,,,,인천 (RKSI),팡라로 (RPSP),RPSP,53,9123,47,81,4460,4663,100,40,GAP,41,2019
,,,,인천 (RKSI),팡라로 (RPSP),RPSP,70,14364,73,82,7341,7023,143,41,JJA,41,2019
,,,,인천 (RKSI),페낭 (WMKP),WMKP,16687,0,13330,564,0,0,30017,283,KAL,281,2019
,,,,인천 (RKSI),페낭 (WMKP),WMKP,0,0,0,2,0,0,0,1,PAC,1,2019
,,,,인천 (RKSI),페트로파블롭스크-캄챠츠키 (UHPP),UHPP,0,0,0,1,0,0,0,0,AIH,1,2019
,,,,인천 (RKSI),페트로파블롭스크-캄챠츠키 (UHPP),UHPP,3,370,4,2,198,172,7,1,KAL,1,2019
,,,,인천 (RKSI),페트로파블롭스크-캄챠츠키 (UHPP),UHPP,0,0,0,2,0,0,0,1,VDA,1,2019
,,,,인천 (RKSI),푸껫 (VTSP),VTSP,1307,181320,3322,730,90070,91250,4629,365,AAR,365,2019
,,,,인천 (RKSI),푸껫 (VTSP),VTSP,306,57474,266,208,28744,28730,572,104,JNA,104,2019
,,,,인천 (RKSI),푸껫 (VTSP),VTSP,1309,175379,1992,731,87021,88358,3301,365,KAL,366,2019
,,,,인천 (RKSI),푸껫 (VTSP),VTSP,205,41673,187,258,21335,20338,392,129,TWB,129,2019
,,,,인천 (RKSI),푸꾸옥 (VVPQ),VVPQ,95,16729,94,122,8508,8221,189,61,AAR,61,2019
,,,,인천 (RKSI),푸꾸옥 (VVPQ),VVPQ,99,20124,95,168,10475,9649,194,84,ESR,84,2019
,,,,인천 (RKSI),푸꾸옥 (VVPQ),VVPQ,2,360,2,2,180,180,4,1,HVN,1,2019
,,,,인천 (RKSI),푸꾸옥 (VVPQ),VVPQ,67,13716,65,81,7426,6290,132,40,JJA,41,2019
,,,,인천 (RKSI),푸꾸옥 (VVPQ),VVPQ,2,774,5,4,522,252,7,2,KAL,2,2019
,,,,인천 (RKSI),푸꾸옥 (VVPQ),VVPQ,642,122331,543,729,60937,61394,1185,364,VJC,365,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,227,3,1,227,0,3,0,AAL,1,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,41073,658032,32327,3617,322196,335836,73400,1809,AAR,1808,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,6,0,0,0,1,ABW,5,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,6588,484922,7642,2506,250686,234236,14230,1254,CES,1252,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,17925,0,12296,546,0,0,30221,273,CKK,273,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,2,0,0,0,0,CKS,2,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,455,69989,470,419,33669,36320,925,209,CQH,210,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,780,95142,895,817,48933,46209,1675,408,CSH,409,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,4033,285311,4823,1460,145754,139557,8856,730,CSN,730,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,200,41486,228,343,19837,21649,428,170,ESR,173,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,1,0,0,0,0,FDX,1,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,1235,64,0,0,1235,0,GTI,64,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,47974,468281,37064,3097,228246,240035,85038,1549,KAL,1548,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,10863,368,0,0,10863,0,PAC,368,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,203,8,1,203,0,8,0,UAL,1,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,1,0,0,0,0,UPS,1,2019
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,1,0,0,0,0,VDA,1,2019
,,,,인천 (RKSI),푸에르토 프린세사 (RPVP),RPVP,515,98354,440,730,49506,48848,955,365,ESR,365,2019
,,,,인천 (RKSI),푸자이라 (OMFJ),OMFJ,0,0,0,1,0,0,0,1,WGN,0,2019
,,,,인천 (RKSI),프놈펜 (VDPP),VDPP,1171,114478,1152,731,59472,55006,2323,365,AAR,366,2019
,,,,인천 (RKSI),프놈펜 (VDPP),VDPP,1728,122322,1739,731,63078,59244,3467,366,KAL,365,2019
,,,,인천 (RKSI),프놈펜 (VDPP),VDPP,1,0,0,1,0,0,1,1,TUP,0,2019
,,,,인천 (RKSI),프라하 (LKPR),LKPR,2392,85062,2194,390,41935,43127,4586,195,CSA,195,2019
,,,,인천 (RKSI),프라하 (LKPR),LKPR,1813,106008,2969,379,52990,53018,4782,190,KAL,189,2019
,,,,인천 (RKSI),프랑크푸르트 (EDDF),EDDF,31520,292533,30384,1338,148097,144436,61904,669,AAR,669,2019
,,,,인천 (RKSI),프랑크푸르트 (EDDF),EDDF,5035,233574,4524,686,116094,117480,9559,343,DLH,343,2019
,,,,인천 (RKSI),프랑크푸르트 (EDDF),EDDF,7731,0,9278,825,0,0,17009,419,GEC,406,2019
,,,,인천 (RKSI),프랑크푸르트 (EDDF),EDDF,28067,190528,27002,1302,97325,93203,55069,651,KAL,651,2019
,,,,인천 (RKSI),하네다 (RJTT),RJTT,676,115201,702,734,56119,59082,1378,368,AAR,366,2019
,,,,인천 (RKSI),하네다 (RJTT),RJTT,334,117828,461,730,56767,61061,795,365,APJ,365,2019
,,,,인천 (RKSI),하네다 (RJTT),RJTT,3,1244,5,8,712,532,8,4,JJA,4,2019
,,,,인천 (RKSI),하네다 (RJTT),RJTT,822,107976,769,729,52706,55270,1591,365,KAL,364,2019
,,,,인천 (RKSI),하바로프스크 (UHHH),UHHH,122,19643,200,176,10119,9524,322,88,AAR,88,2019
,,,,인천 (RKSI),하바로프스크 (UHHH),UHHH,355,64671,478,679,32710,31961,833,339,SHU,340,2019
,,,,인천 (RKSI),하바로프스크 (UHHH),UHHH,0,0,0,5,0,0,0,1,TUP,4,2019
,,,,인천 (RKSI),하바로프스크 (UHHH),UHHH,0,0,0,1,0,0,0,0,VDA,1,2019
,,,,인천 (RKSI),하얼빈 (ZYHB),ZYHB,857,110697,999,730,55658,55039,1856,365,AAR,365,2019
,,,,인천 (RKSI),하얼빈 (ZYHB),ZYHB,791,98307,1063,730,48706,49601,1854,365,CSN,365,2019
,,,,인천 (RKSI),하얼빈 (ZYHB),ZYHB,44,8048,35,71,3559,4489,79,35,JJA,36,2019
,,,,인천 (RKSI),하이커우 (ZJHK),ZJHK,48,4931,57,34,2468,2463,105,17,AAR,17,2019
,,,,인천 (RKSI),하이커우 (ZJHK),ZJHK,0,0,0,1,0,0,0,0,ABW,1,2019
,,,,인천 (RKSI),하이커우 (ZJHK),ZJHK,1419,109842,1352,725,57079,52763,2771,362,CSN,363,2019
,,,,인천 (RKSI),하이커우 (ZJHK),ZJHK,1,165,0,1,0,165,1,1,ESR,0,2019
,,,,인천 (RKSI),하이커우 (ZJHK),ZJHK,200,27869,196,208,13902,13967,396,104,JJA,104,2019
,,,,인천 (RKSI),항저우 (ZSHC),ZSHC,3308,172729,1932,730,84935,87794,5240,365,AAR,365,2019
,,,,인천 (RKSI),항저우 (ZSHC),ZSHC,1211,120545,1377,730,60846,59699,2588,365,CCA,365,2019
,,,,인천 (RKSI),항저우 (ZSHC),ZSHC,0,0,0,1,0,0,0,0,GTI,1,2019
,,,,인천 (RKSI),항저우 (ZSHC),ZSHC,54,8675,59,38,4193,4482,113,19,KAL,19,2019
,,,,인천 (RKSI),핼리팩스 (CYHZ),CYHZ,154,0,170,4,0,0,324,2,KAL,2,2019
,,,,인천 (RKSI),허페이 (ZSOF),ZSOF,0,0,0,1,0,0,0,0,CKS,1,2019
,,,,인천 (RKSI),허페이 (ZSOF),ZSOF,281,45333,343,422,22000,23333,624,211,KAL,211,2019
,,,,인천 (RKSI),헤이다르 알리예프 (UBBB),UBBB,8345,0,8880,307,0,0,17225,155,AZG,152,2019
,,,,인천 (RKSI),헬싱키 (EFHK),EFHK,8108,212804,6619,724,104544,108260,14727,362,FIN,362,2019
,,,,인천 (RKSI),호놀룰루 (PHNL),PHNL,1652,145006,2834,612,73635,71371,4486,306,AAR,306,2019
,,,,인천 (RKSI),호놀룰루 (PHNL),PHNL,0,0,0,1,0,0,0,0,CCA,1,2019
,,,,인천 (RKSI),호놀룰루 (PHNL),PHNL,2211,129500,4302,541,65589,63911,6513,270,HAL,271,2019
,,,,인천 (RKSI),호놀룰루 (PHNL),PHNL,372,42849,397,137,22190,20659,769,69,JNA,68,2019
,,,,인천 (RKSI),호놀룰루 (PHNL),PHNL,7451,415297,9634,1496,211826,203471,17085,747,KAL,749,2019
,,,,인천 (RKSI),호놀룰루 (PHNL),PHNL,0,0,0,1,0,0,0,1,PAC,0,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,249,0,2,249,0,0,0,AAL,2,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,39242,429092,24479,2098,216602,212490,63721,1048,AAR,1050,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,9,0,0,0,0,ABW,9,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,10562,0,9325,622,0,0,19887,310,AHK,312,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,566,133104,1408,721,67866,65238,1974,360,ASV,361,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,12,0,0,0,1,CKS,11,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,28730,997431,21191,4376,498402,499029,49921,2188,CPA,2188,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,3392,235383,3208,1412,117436,117947,6600,706,CRK,706,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,785,113269,625,729,54351,58918,1410,365,ESR,364,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,880,72,0,0,880,0,ETH,72,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,1,0,0,0,1,FDX,0,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,7,0,0,91,0,0,7,77,GTI,14,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,1,116,0,1,0,116,1,1,HDA,0,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,2260,363586,3058,1865,183511,180075,5318,933,HKE,932,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,1361,210758,1236,1312,106129,104629,2597,656,JJA,656,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,446,91413,553,586,44800,46613,999,293,JNA,293,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,48942,684812,34050,4352,333569,351243,82992,2174,KAL,2178,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,5284,0,10607,813,0,0,15891,314,PAC,499,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,4669,174,0,0,4669,7,SOO,167,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,31,8043,65,56,4172,3871,96,27,TWB,29,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,6,0,0,0,4,UPS,2,2019
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,18,0,0,0,18,WGN,0,2019
,,,,인천 (RKSI),화롄 (RCYU),RCYU,21,5743,28,56,3251,2492,49,28,ESR,28,2019
,,,,인천 (RKSI),황산 (ZSTX),ZSTX,157,21305,125,298,10680,10625,282,149,KAL,149,2019
,,,,인천 (RKSI),후쿠오카 (RJFF),RJFF,4466,363958,3994,2192,183710,180248,8460,1096,AAR,1096,2019
,,,,인천 (RKSI),후쿠오카 (RJFF),RJFF,333,85910,229,508,43474,42436,562,254,ASV,254,2019
,,,,인천 (RKSI),후쿠오카 (RJFF),RJFF,667,192999,505,1360,96100,96899,1172,680,ESR,680,2019
,,,,인천 (RKSI),후쿠오카 (RJFF),RJFF,1257,382389,1062,2383,189566,192823,2319,1191,JJA,1192,2019
,,,,인천 (RKSI),후쿠오카 (RJFF),RJFF,1897,437708,1557,2318,214960,222748,3454,1159,JNA,1159,2019
,,,,인천 (RKSI),후쿠오카 (RJFF),RJFF,7343,432198,7350,2457,217890,214308,14693,1229,KAL,1228,2019
,,,,인천 (RKSI),후쿠오카 (RJFF),RJFF,755,237333,751,1449,120359,116974,1506,724,TWB,725,2019
,,,,인천 (RKSI),휴스턴 (KIAH),KIAH,0,0,0,1,0,0,0,1,EVA,0,2019
,,,,인천 (RKSI),휴스턴 (KIAH),KIAH,0,0,0,2,0,0,0,1,GTI,1,2019
,,,,인천 (RKSI),히로시마 (RJOA),RJOA,189,48337,207,302,24005,24332,396,151,ASV,151,2019
,,,,인천 (RKSI),히로시마 (RJOA),RJOA,0,68,0,2,0,68,0,1,JJA,1,2019
,,,,인천 (RKSI),히로시마 (RJOA),RJOA,0,0,0,2,0,0,0,1,KAL,1,2019
,,,,인천 (RKSI), (FJDG),FJDG,0,0,0,2,0,0,0,2,GTI,0,2020
,,,,인천 (RKSI), (KAPG),KAPG,0,0,0,1,0,0,0,0,ABL,1,2020
,,,,인천 (RKSI), (KAVQ),KAVQ,0,0,0,1,0,0,0,0,ABL,1,2020
,,,,인천 (RKSI), (KNUW),KNUW,0,0,0,1,0,0,0,1,WGN,0,2020
,,,,인천 (RKSI), (KRSW),KRSW,0,0,0,1,0,0,0,1,WGN,0,2020
,,,,인천 (RKSI), (LETL),LETL,0,0,0,1,0,0,0,0,DLH,1,2020
,,,,인천 (RKSI), (OEPS),OEPS,0,0,0,1,0,0,0,1,CKS,0,2020
,,,,인천 (RKSI), (OKBK),OKBK,0,0,0,1,0,0,0,0,,1,2020
,,,,인천 (RKSI), (OKBK),OKBK,0,0,0,1,0,0,0,1,CKS,0,2020
,,,,인천 (RKSI), (OKBK),OKBK,0,0,0,6,0,0,0,6,GTI,0,2020
,,,,인천 (RKSI), (OKBK),OKBK,7,332,2,2,107,225,9,1,KAC,1,2020
,,,,인천 (RKSI), (OKBK),OKBK,0,0,0,1,0,0,0,1,PAC,0,2020
,,,,인천 (RKSI), (OKBK),OKBK,0,0,0,10,0,0,0,10,WGN,0,2020
,,,,인천 (RKSI), (OTBH),OTBH,0,0,0,1,0,0,0,1,CKS,0,2020
,,,,인천 (RKSI), (USDK),USDK,0,0,0,1,0,0,0,1,WGN,0,2020
,,,,인천 (RKSI), (UUBW),UUBW,0,0,0,1,0,0,0,1,AZS,0,2020
,,,,인천 (RKSI), (VIPK),VIPK,0,0,0,4,0,0,0,0,WGN,4,2020
,,,,인천 (RKSI), (WIPP),WIPP,0,0,0,1,0,0,0,0,VDA,1,2020
,,,,인천 (RKSI), (ZSNT),ZSNT,204,0,113,50,0,0,317,25,CSC,25,2020
,,,,인천 (RKSI), (ZSNT),ZSNT,0,0,0,1,0,0,0,0,CYZ,1,2020
,,,,인천 (RKSI), (ZSNT),ZSNT,15,3783,25,26,1991,1792,40,13,JJA,13,2020
,,,,인천 (RKSI),DOVER (KDOV),KDOV,0,0,0,1,0,0,0,1,GTI,0,2020
,,,,인천 (RKSI),EIELSON AFB (PAEI),PAEI,0,0,0,2,0,0,0,2,GTI,0,2020
,,,,인천 (RKSI),가고시마 (RJFK),RJFK,17,1586,13,30,793,793,30,15,ABL,15,2020
,,,,인천 (RKSI),가고시마 (RJFK),RJFK,0,0,0,1,0,0,0,1,CLU,0,2020
,,,,인천 (RKSI),가고시마 (RJFK),RJFK,43,6736,37,56,3226,3510,80,28,ESR,28,2020
,,,,인천 (RKSI),가목사 (ZYJM),ZYJM,22,3255,21,26,1624,1631,43,13,JJA,13,2020
,,,,인천 (RKSI),가오슝 (RCKH),RCKH,90,11921,90,100,5761,6160,180,50,AAR,50,2020
,,,,인천 (RKSI),가오슝 (RCKH),RCKH,38,7858,38,64,3837,4021,76,32,ABL,32,2020
,,,,인천 (RKSI),가오슝 (RCKH),RCKH,133,13052,134,110,6665,6387,267,55,CAL,55,2020
,,,,인천 (RKSI),가오슝 (RCKH),RCKH,40,6985,26,64,3133,3852,66,32,ESR,32,2020
,,,,인천 (RKSI),가오슝 (RCKH),RCKH,121,15279,161,116,7974,7305,282,58,EVA,58,2020
,,,,인천 (RKSI),가오슝 (RCKH),RCKH,63,12283,66,100,6185,6098,129,50,JJA,50,2020
,,,,인천 (RKSI),가오슝 (RCKH),RCKH,82,15300,93,113,7765,7535,175,56,TWB,57,2020
,,,,인천 (RKSI),간사이 (RJBB),RJBB,8558,69658,7780,907,39290,30368,16338,454,AAR,453,2020
,,,,인천 (RKSI),간사이 (RJBB),RJBB,0,0,0,1,0,0,0,1,ABW,0,2020
,,,,인천 (RKSI),간사이 (RJBB),RJBB,154,56396,222,521,27980,28416,376,260,APJ,261,2020
,,,,인천 (RKSI),간사이 (RJBB),RJBB,104,33590,118,224,16947,16643,222,112,ASV,112,2020
,,,,인천 (RKSI),간사이 (RJBB),RJBB,141,32538,215,276,17098,15440,356,138,ESR,138,2020
,,,,인천 (RKSI),간사이 (RJBB),RJBB,0,0,44,7,0,0,44,1,FDX,6,2020
,,,,인천 (RKSI),간사이 (RJBB),RJBB,0,0,92,100,0,0,92,50,GEC,50,2020
,,,,인천 (RKSI),간사이 (RJBB),RJBB,406,50201,570,483,24048,26153,976,242,JJA,241,2020
,,,,인천 (RKSI),간사이 (RJBB),RJBB,206,30522,256,316,16064,14458,462,158,JNA,158,2020
,,,,인천 (RKSI),간사이 (RJBB),RJBB,25638,61180,23224,1204,32478,28702,48862,602,KAL,602,2020
,,,,인천 (RKSI),간사이 (RJBB),RJBB,162,38641,275,300,19674,18967,437,152,TWB,148,2020
,,,,인천 (RKSI),간사이 (RJBB),RJBB,0,0,0,2,0,0,0,2,VDA,0,2020
,,,,인천 (RKSI),계림 (ZGKL),ZGKL,29,4309,22,36,1983,2326,51,18,AAR,18,2020
,,,,인천 (RKSI),고마쓰 (RJNK),RJNK,25,4517,34,56,2385,2132,59,28,KAL,28,2020
,,,,인천 (RKSI),골드코스트 (YBCG),YBCG,109,13382,182,58,7392,5990,291,29,JST,29,2020
,,,,인천 (RKSI),과달라하라 (MMGL),MMGL,8422,0,12204,305,0,0,20626,152,KAL,153,2020
,,,,인천 (RKSI),괌 (PGUM),PGUM,127,19007,97,120,9318,9689,224,60,ASV,60,2020
,,,,인천 (RKSI),괌 (PGUM),PGUM,6,0,0,1,0,0,6,1,GTI,0,2020
,,,,인천 (RKSI),괌 (PGUM),PGUM,431,71144,450,541,33877,37267,881,269,JJA,272,2020
,,,,인천 (RKSI),괌 (PGUM),PGUM,210,31949,172,263,15224,16725,382,132,JNA,131,2020
,,,,인천 (RKSI),괌 (PGUM),PGUM,702,63452,1839,476,30647,32805,2541,239,KAL,237,2020
,,,,인천 (RKSI),괌 (PGUM),PGUM,0,0,25,4,0,0,25,3,MGE,1,2020
,,,,인천 (RKSI),괌 (PGUM),PGUM,767,0,4,37,0,0,771,32,PAC,5,2020
,,,,인천 (RKSI),괌 (PGUM),PGUM,117,19896,97,164,9879,10017,214,80,TWB,84,2020
,,,,인천 (RKSI),괌 (PGUM),PGUM,0,0,0,1,0,0,0,1,UAL,0,2020
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,3118,35183,1679,470,17268,17915,4797,236,AAR,234,2020
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,0,0,0,1,0,0,0,1,ABW,0,2020
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,0,0,0,2,0,0,0,1,ASV,1,2020
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,0,123,5,2,123,0,5,1,CKS,1,2020
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,434,30282,596,216,18640,11642,1030,108,CSN,108,2020
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,0,0,0,19,0,0,0,12,DAL,7,2020
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,248,0,242,23,0,0,490,14,FDX,9,2020
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,0,0,0,2,0,0,0,1,HFM,1,2020
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,35815,32943,23971,1183,16197,16746,59786,592,KAL,591,2020
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,335,0,309,105,0,0,644,52,LHA,53,2020
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,135,0,14,30,0,0,149,15,OKA,15,2020
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,0,0,0,1,0,0,0,1,UAL,0,2020
,,,,인천 (RKSI),그랜트카운티 (KMWH),KMWH,0,0,0,2,0,0,0,2,CKS,0,2020
,,,,인천 (RKSI),기타규슈 (RJFR),RJFR,25,5928,22,54,2892,3036,47,27,JNA,27,2020
,,,,인천 (RKSI),기타규슈 (RJFR),RJFR,4573,0,3171,154,0,0,7744,77,KAL,77,2020
,,,,인천 (RKSI),김해 (RKPK),RKPK,0,122,2,1,122,0,2,0,AAR,1,2020
,,,,인천 (RKSI),김해 (RKPK),RKPK,7,445,0,7,0,445,7,7,ABL,0,2020
,,,,인천 (RKSI),김해 (RKPK),RKPK,0,0,0,1,0,0,0,0,CAL,1,2020
,,,,인천 (RKSI),김해 (RKPK),RKPK,0,0,0,2,0,0,0,1,KAL,1,2020
,,,,인천 (RKSI),김해 (RKPK),RKPK,0,43,0,3,0,43,0,1,XAX,2,2020
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,77,11085,75,123,5347,5738,152,62,AAR,61,2020
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,77,16036,63,120,8045,7991,140,60,ASV,60,2020
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,65,10606,49,118,4896,5710,114,58,BAV,60,2020
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,143,24599,104,213,11963,12636,247,107,ESR,106,2020
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,70,10440,90,92,5202,5238,160,45,HVN,47,2020
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,83,15597,61,121,7446,8151,144,61,JJA,60,2020
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,313,36785,277,221,17202,19583,590,111,KAL,110,2020
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,144,27523,115,231,13612,13911,259,116,TWB,115,2020
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,140,28239,99,242,12800,15439,239,121,VJC,121,2020
,,,,인천 (RKSI),껀터 (VVCT),VVCT,0,51,1,1,51,0,1,0,HVN,1,2020
,,,,인천 (RKSI),껀터 (VVCT),VVCT,33,4801,43,45,2693,2108,76,22,VJC,23,2020
,,,,인천 (RKSI),나고야 (RJGG),RJGG,325,29131,312,262,15322,13809,637,131,AAR,131,2020
,,,,인천 (RKSI),나고야 (RJGG),RJGG,0,0,0,5,0,0,0,5,GTI,0,2020
,,,,인천 (RKSI),나고야 (RJGG),RJGG,174,33995,207,273,17390,16605,381,137,JJA,136,2020
,,,,인천 (RKSI),나고야 (RJGG),RJGG,1441,38804,1317,324,20564,18240,2758,162,KAL,162,2020
,,,,인천 (RKSI),나고야 (RJGG),RJGG,0,0,0,2,0,0,0,1,PAC,1,2020
,,,,인천 (RKSI),나고야 (RJGG),RJGG,80,17651,96,145,8769,8882,176,74,TWB,71,2020
,,,,인천 (RKSI),난창 (ZSCN),ZSCN,0,0,0,86,0,0,0,1,GTI,85,2020
,,,,인천 (RKSI),남경 (ZSNJ),ZSNJ,0,0,0,2,0,0,0,1,,1,2020
,,,,인천 (RKSI),남경 (ZSNJ),ZSNJ,623,35953,666,178,19393,16560,1289,89,AAR,89,2020
,,,,인천 (RKSI),남경 (ZSNJ),ZSNJ,0,0,0,2,0,0,0,0,AZA,2,2020
,,,,인천 (RKSI),남경 (ZSNJ),ZSNJ,95,9999,144,116,5577,4422,239,61,CES,55,2020
,,,,인천 (RKSI),남경 (ZSNJ),ZSNJ,0,0,0,29,0,0,0,0,DLH,29,2020
,,,,인천 (RKSI),남경 (ZSNJ),ZSNJ,80,7587,117,48,3146,4441,197,24,KAL,24,2020
,,,,인천 (RKSI),내슈빌 (KBNA),KBNA,0,0,0,1,0,0,0,1,GTI,0,2020
,,,,인천 (RKSI),노보시비르스크 톨바초보 (UNNT),UNNT,140,0,0,2,0,0,140,2,ABW,0,2020
,,,,인천 (RKSI),노보시비르스크 톨바초보 (UNNT),UNNT,0,0,0,1,0,0,0,1,CLU,0,2020
,,,,인천 (RKSI),노보시비르스크 톨바초보 (UNNT),UNNT,42,8222,72,64,4387,3835,114,32,SBI,32,2020
,,,,인천 (RKSI),노보시비르스크 톨바초보 (UNNT),UNNT,0,0,0,2,0,0,0,2,VDA,0,2020
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,46487,91091,39778,1813,36480,54611,86265,905,AAR,908,2020
