startDt,endDt,airlineType,koreaAirport,ap1,ap2,arr_FP,dep_FP,total_FP,dep_PERSON,arr_PERSON,arr_WEIGHT,dep_WEIGHT,total_PERSON,total_WEIGHT,al_ICAO,ap_ROUTE,year
,,,,인천 (RKSI),청주 (RKTU),0,1,1,0,0,0,0,0,0,EOK,RKTU,2023
,,,,인천 (RKSI),청주 (RKTU),0,1,1,0,0,0,0,0,0,ESR,RKTU,2023
,,,,인천 (RKSI),청주 (RKTU),0,1,1,0,0,0,0,0,0,KAL,RKTU,2023
,,,,인천 (RKSI),청주 (RKTU),5,4,9,0,0,0,0,0,0,TWB,RKTU,2023
,,,,인천 (RKSI),타오위안 (RCTP),2,0,2,0,0,0,0,0,0,AAR,RCTP,2023
,,,,인천 (RKSI),타이난 (RCNN),0,1,1,0,0,0,0,0,0,JJA,RCNN,2023
,,,,인천 (RKSI),타이난 (RCNN),0,1,1,0,0,0,0,0,0,TWB,RCNN,2023
,,,,인천 (RKSI),훈련공역 (ZZZZ),1,1,2,0,0,0,0,0,0,AAR,ZZZZ,2023
,,,,인천 (RKSI),공역 (AFIL),2,2,4,0,0,0,0,0,0,AAR,AFIL,2024
,,,,인천 (RKSI),공역 (AFIL),2,3,5,0,0,0,0,0,0,ABL,AFIL,2024
,,,,인천 (RKSI),공역 (AFIL),1,1,2,0,0,0,0,0,0,EOK,AFIL,2024
,,,,인천 (RKSI),공역 (AFIL),3,3,6,0,0,0,0,0,0,ESR,AFIL,2024
,,,,인천 (RKSI),공역 (AFIL),1,1,2,0,0,0,0,0,0,JJA,AFIL,2024
,,,,인천 (RKSI),공역 (AFIL),1,1,2,0,0,0,0,0,0,KAL,AFIL,2024
,,,,인천 (RKSI),광저우 (ZGGG),0,1,1,0,0,0,0,0,0,ABL,ZGGG,2024
,,,,인천 (RKSI),광주 (RKJJ),2,0,2,0,0,0,0,0,0,AAR,RKJJ,2024
,,,,인천 (RKSI),광주 (RKJJ),1,2,3,0,0,0,0,0,0,TWB,RKJJ,2024
,,,,인천 (RKSI),군산 (RKJK),1,4,5,0,0,0,0,0,0,GTI,RKJK,2024
,,,,인천 (RKSI),군산 (RKJK),0,1,1,0,0,0,0,0,0,JNA,RKJK,2024
,,,,인천 (RKSI),김포 (RKSS),86,115,201,0,0,0,0,0,0,AAR,RKSS,2024
,,,,인천 (RKSI),김포 (RKSS),4,5,9,0,0,0,0,0,0,ABL,RKSS,2024
,,,,인천 (RKSI),김포 (RKSS),10,11,21,0,0,0,0,0,0,ASV,RKSS,2024
,,,,인천 (RKSI),김포 (RKSS),41,62,103,0,176,0,0,176,0,ESR,RKSS,2024
,,,,인천 (RKSI),김포 (RKSS),27,68,95,0,0,0,0,0,0,JJA,RKSS,2024
,,,,인천 (RKSI),김포 (RKSS),77,76,153,0,0,0,0,0,0,JNA,RKSS,2024
,,,,인천 (RKSI),김포 (RKSS),1,0,1,0,0,0,0,0,0,JST,RKSS,2024
,,,,인천 (RKSI),김포 (RKSS),103,118,221,0,0,0,0,0,0,KAL,RKSS,2024
,,,,인천 (RKSI),김포 (RKSS),44,38,82,0,0,0,0,0,0,TWB,RKSS,2024
,,,,인천 (RKSI),김해 (RKPK),0,3,3,0,0,0,0,0,0,,RKPK,2024
,,,,인천 (RKSI),김해 (RKPK),37,45,82,0,0,0,0,0,0,ABL,RKPK,2024
,,,,인천 (RKSI),김해 (RKPK),1,0,1,0,0,0,0,0,0,ARG,RKPK,2024
,,,,인천 (RKSI),김해 (RKPK),0,2,2,0,0,0,0,0,0,ESR,RKPK,2024
,,,,인천 (RKSI),김해 (RKPK),13,14,27,0,69,0,0,69,0,JJA,RKPK,2024
,,,,인천 (RKSI),김해 (RKPK),13,17,30,0,0,0,0,0,0,JNA,RKPK,2024
,,,,인천 (RKSI),김해 (RKPK),1878,1845,3723,200709,206805,4120,3978,407514,8098,KAL,RKPK,2024
,,,,인천 (RKSI),김해 (RKPK),2,1,3,0,0,0,0,0,0,TWB,RKPK,2024
,,,,인천 (RKSI),대구 (RKTN),1,1,2,0,0,0,0,0,0,JJA,RKTN,2024
,,,,인천 (RKSI),대구 (RKTN),1,2,3,0,0,0,0,0,0,JNA,RKTN,2024
,,,,인천 (RKSI),대구 (RKTN),367,367,734,27023,27161,548,550,54184,1098,KAL,RKTN,2024
,,,,인천 (RKSI),대구 (RKTN),7,9,16,0,0,0,0,0,0,TWB,RKTN,2024
,,,,인천 (RKSI),무안 (RKJB),12,13,25,0,0,0,0,0,0,JJA,RKJB,2024
,,,,인천 (RKSI),무안 (RKJB),0,1,1,0,0,0,0,0,0,JNA,RKJB,2024
,,,,인천 (RKSI),무안 (RKJB),0,1,1,0,0,0,0,0,0,VJC,RKJB,2024
,,,,인천 (RKSI),사천 (RKPS),1,1,2,0,0,0,0,0,0,AIH,RKPS,2024
,,,,인천 (RKSI),사천 (RKPS),10,12,22,0,0,0,0,0,0,JJA,RKPS,2024
,,,,인천 (RKSI),사천 (RKPS),5,5,10,0,0,0,0,0,0,TWB,RKPS,2024
,,,,인천 (RKSI),오산 (RKSO),17,8,25,0,0,0,0,0,0,GTI,RKSO,2024
,,,,인천 (RKSI),오산 (RKSO),2,1,3,0,0,0,0,0,0,KAL,RKSO,2024
,,,,인천 (RKSI),오산 (RKSO),0,1,1,0,0,0,0,0,0,OAE,RKSO,2024
,,,,인천 (RKSI),오산 (RKSO),0,4,4,0,0,0,0,0,0,WGN,RKSO,2024
,,,,인천 (RKSI),인천 (RKSI),3,2,5,0,0,0,0,0,0,AAR,RKSI,2024
,,,,인천 (RKSI),인천 (RKSI),1,1,2,0,0,0,0,0,0,AIH,RKSI,2024
,,,,인천 (RKSI),인천 (RKSI),2,2,4,0,0,0,0,0,0,APZ,RKSI,2024
,,,,인천 (RKSI),인천 (RKSI),1,1,2,0,0,0,0,0,0,ESR,RKSI,2024
,,,,인천 (RKSI),인천 (RKSI),1,0,1,0,0,0,0,0,0,GTI,RKSI,2024
,,,,인천 (RKSI),인천 (RKSI),1,0,1,0,0,0,0,0,0,KAL,RKSI,2024
,,,,인천 (RKSI),인천 (RKSI),1,1,2,0,0,0,0,0,0,TWB,RKSI,2024
,,,,인천 (RKSI),제주 (RKPC),28,10,38,0,3408,22,0,3408,22,AAR,RKPC,2024
,,,,인천 (RKSI),제주 (RKPC),2,1,3,0,257,1,0,257,1,ABL,RKPC,2024
,,,,인천 (RKSI),제주 (RKPC),2,1,3,0,202,0,0,202,0,ASV,RKPC,2024
,,,,인천 (RKSI),제주 (RKPC),1,0,1,0,166,0,0,166,0,EOK,RKPC,2024
,,,,인천 (RKSI),제주 (RKPC),34,2,36,0,4987,24,0,4987,24,ESR,RKPC,2024
,,,,인천 (RKSI),제주 (RKPC),54,5,59,0,7290,37,0,7290,37,JJA,RKPC,2024
,,,,인천 (RKSI),제주 (RKPC),27,16,43,0,2459,11,0,2459,11,JNA,RKPC,2024
,,,,인천 (RKSI),제주 (RKPC),24,16,40,0,2021,12,0,2021,12,KAL,RKPC,2024
,,,,인천 (RKSI),제주 (RKPC),19,8,27,0,2703,12,0,2703,12,TWB,RKPC,2024
,,,,인천 (RKSI),지난 (ZSJN),0,2,2,0,0,0,0,0,0,JJA,ZSJN,2024
,,,,인천 (RKSI),청주 (RKTU),0,1,1,0,0,0,0,0,0,AAR,RKTU,2024
,,,,인천 (RKSI),청주 (RKTU),3,2,5,0,0,0,0,0,0,EOK,RKTU,2024
,,,,인천 (RKSI),청주 (RKTU),7,12,19,0,0,0,0,0,0,ESR,RKTU,2024
,,,,인천 (RKSI),청주 (RKTU),0,1,1,0,0,0,0,0,0,JJA,RKTU,2024
,,,,인천 (RKSI),청주 (RKTU),2,4,6,0,0,0,0,0,0,JNA,RKTU,2024
,,,,인천 (RKSI),청주 (RKTU),6,5,11,0,0,0,0,0,0,TWB,RKTU,2024
,,,,인천 (RKSI),쿤밍 (ZPPP),0,1,1,0,0,0,0,0,0,TWB,ZPPP,2024
,,,,인천 (RKSI),포항경주 (RKTH),2,0,2,0,196,1,0,196,1,JNA,RKTH,2024
,,,,인천 (RKSI),훈련공역 (ZZZZ),2,2,4,0,0,0,0,0,0,AAR,ZZZZ,2024
,,,,인천 (RKSI),공역 (AFIL),3,3,6,0,0,0,0,0,0,ABL,AFIL,2025
,,,,인천 (RKSI),공역 (AFIL),2,2,4,0,0,0,0,0,0,AIH,AFIL,2025
,,,,인천 (RKSI),공역 (AFIL),1,1,2,0,0,0,0,0,0,EOK,AFIL,2025
,,,,인천 (RKSI),공역 (AFIL),2,3,5,0,0,0,0,0,0,KAL,AFIL,2025
,,,,인천 (RKSI),광주 (RKJJ),1,0,1,0,0,0,0,0,0,AAR,RKJJ,2025
,,,,인천 (RKSI),광주 (RKJJ),1,0,1,0,0,0,0,0,0,TWB,RKJJ,2025
,,,,인천 (RKSI),군산 (RKJK),0,1,1,0,0,0,0,0,0,GTI,RKJK,2025
,,,,인천 (RKSI),김포 (RKSS),0,1,1,0,0,0,0,0,0,,RKSS,2025
,,,,인천 (RKSI),김포 (RKSS),88,115,203,0,0,0,0,0,0,AAR,RKSS,2025
,,,,인천 (RKSI),김포 (RKSS),9,11,20,0,0,0,0,0,0,ABL,RKSS,2025
,,,,인천 (RKSI),김포 (RKSS),10,12,22,0,0,0,0,0,0,ASV,RKSS,2025
,,,,인천 (RKSI),김포 (RKSS),31,47,78,0,0,0,0,0,0,ESR,RKSS,2025
,,,,인천 (RKSI),김포 (RKSS),29,62,91,0,0,0,0,0,0,JJA,RKSS,2025
,,,,인천 (RKSI),김포 (RKSS),48,62,110,0,0,0,0,0,0,JNA,RKSS,2025
,,,,인천 (RKSI),김포 (RKSS),112,125,237,0,0,0,0,0,0,KAL,RKSS,2025
,,,,인천 (RKSI),김포 (RKSS),93,81,174,0,0,0,0,0,0,PTA,RKSS,2025
,,,,인천 (RKSI),김포 (RKSS),29,24,53,0,0,0,0,0,0,TWB,RKSS,2025
,,,,인천 (RKSI),김해 (RKPK),1,1,2,0,0,0,0,0,0,AAR,RKPK,2025
,,,,인천 (RKSI),김해 (RKPK),57,59,116,0,170,0,0,170,0,ABL,RKPK,2025
,,,,인천 (RKSI),김해 (RKPK),2,2,4,0,0,0,0,0,0,AIH,RKPK,2025
,,,,인천 (RKSI),김해 (RKPK),0,1,1,0,0,0,0,0,0,CAL,RKPK,2025
,,,,인천 (RKSI),김해 (RKPK),1,2,3,0,48,0,0,48,0,ESR,RKPK,2025
,,,,인천 (RKSI),김해 (RKPK),0,1,1,24,0,0,0,24,0,FAC,RKPK,2025
,,,,인천 (RKSI),김해 (RKPK),7,9,16,0,0,0,0,0,0,JJA,RKPK,2025
,,,,인천 (RKSI),김해 (RKPK),20,19,39,0,0,0,0,0,0,JNA,RKPK,2025
,,,,인천 (RKSI),김해 (RKPK),1971,1949,3920,219766,221059,4419,4374,440825,8793,KAL,RKPK,2025
,,,,인천 (RKSI),김해 (RKPK),4,4,8,0,0,0,0,0,0,TWB,RKPK,2025
,,,,인천 (RKSI),대구 (RKTN),1,3,4,0,0,0,0,0,0,JNA,RKTN,2025
,,,,인천 (RKSI),대구 (RKTN),366,365,731,27952,27908,567,581,55860,1148,KAL,RKTN,2025
,,,,인천 (RKSI),대구 (RKTN),6,9,15,0,0,0,0,0,0,TWB,RKTN,2025
,,,,인천 (RKSI),사천 (RKPS),1,1,2,0,0,0,0,0,0,AIH,RKPS,2025
,,,,인천 (RKSI),사천 (RKPS),6,6,12,0,0,0,0,0,0,JJA,RKPS,2025
,,,,인천 (RKSI),사천 (RKPS),1,1,2,0,0,0,0,0,0,TWB,RKPS,2025
,,,,인천 (RKSI),양양 (RKNY),7,7,14,0,0,0,0,0,0,JNA,RKNY,2025
,,,,인천 (RKSI),양양 (RKNY),6,4,10,0,0,0,0,0,0,PTA,RKNY,2025
,,,,인천 (RKSI),양양 (RKNY),16,15,31,0,0,0,0,0,0,TWB,RKNY,2025
,,,,인천 (RKSI),여수 (RKJY),1,1,2,0,0,0,0,0,0,AAR,RKJY,2025
,,,,인천 (RKSI),여수 (RKJY),1,0,1,0,0,0,0,0,0,JNA,RKJY,2025
,,,,인천 (RKSI),오산 (RKSO),10,25,35,0,0,0,0,0,0,GTI,RKSO,2025
,,,,인천 (RKSI),원주 (RKNW),1,0,1,0,0,0,0,0,0,JNA,RKNW,2025
,,,,인천 (RKSI),인천 (RKSI),5,5,10,0,0,0,0,0,0,APZ,RKSI,2025
,,,,인천 (RKSI),인천 (RKSI),2,2,4,0,0,0,0,0,0,JJA,RKSI,2025
,,,,인천 (RKSI),인천 (RKSI),1,1,2,0,0,0,0,0,0,JNA,RKSI,2025
,,,,인천 (RKSI),인천 (RKSI),1,1,2,0,0,0,0,0,0,KAL,RKSI,2025
,,,,인천 (RKSI),인천 (RKSI),1,1,2,0,0,0,0,0,0,NCR,RKSI,2025
,,,,인천 (RKSI),인천 (RKSI),2,2,4,0,0,0,0,0,0,PTA,RKSI,2025
,,,,인천 (RKSI),인천 (RKSI),3,3,6,0,0,0,0,0,0,TWB,RKSI,2025
,,,,인천 (RKSI),제주 (RKPC),21,11,32,0,1525,8,0,1525,8,AAR,RKPC,2025
,,,,인천 (RKSI),제주 (RKPC),2,0,2,0,151,0,0,151,0,ABL,RKPC,2025
,,,,인천 (RKSI),제주 (RKPC),24,24,48,0,0,0,0,0,0,AIH,RKPC,2025
,,,,인천 (RKSI),제주 (RKPC),2,0,2,0,383,1,0,383,1,ASV,RKPC,2025
,,,,인천 (RKSI),제주 (RKPC),20,4,24,0,1730,8,0,1730,8,ESR,RKPC,2025
,,,,인천 (RKSI),제주 (RKPC),41,6,47,0,4507,18,0,4507,18,JJA,RKPC,2025
,,,,인천 (RKSI),제주 (RKPC),29,22,51,0,1054,5,0,1054,5,JNA,RKPC,2025
,,,,인천 (RKSI),제주 (RKPC),21,12,33,0,486,2,0,486,2,KAL,RKPC,2025
,,,,인천 (RKSI),제주 (RKPC),1,1,2,0,0,0,0,0,0,PTA,RKPC,2025
,,,,인천 (RKSI),제주 (RKPC),9,5,14,0,657,3,0,657,3,TWB,RKPC,2025
,,,,인천 (RKSI),제주 (RKPC),0,1,1,0,0,0,0,0,0,VJC,RKPC,2025
,,,,인천 (RKSI),청주 (RKTU),8,24,32,0,0,0,0,0,0,EOK,RKTU,2025
,,,,인천 (RKSI),청주 (RKTU),16,16,32,0,0,0,0,0,0,ESR,RKTU,2025
,,,,인천 (RKSI),청주 (RKTU),0,1,1,0,0,0,0,0,0,JNA,RKTU,2025
,,,,인천 (RKSI),청주 (RKTU),5,8,13,0,0,0,0,0,0,TWB,RKTU,2025
,,,,인천 (RKSI),포항경주 (RKTH),3,0,3,0,158,0,0,158,0,JNA,RKTH,2025
,,,,인천 (RKSI),훈련공역 (ZZZZ),1,1,2,0,0,0,0,0,0,AAR,ZZZZ,2025
