C1_OBJ_NM,C2_NM,C3,DT,C2,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM,UNIT_NM,C3_NM,C3_OBJ_NM,ORG_ID,C2_OBJ_NM
노선별,계,C01,13568,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201403,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,14724,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201404,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15133,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201405,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,14112,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201406,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,14571,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201407,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,14893,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201408,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,14863,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201409,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15185,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201410,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,14383,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201411,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,14276,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201412,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,1792642,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201401,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1755932,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201402,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1868013,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201403,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2254876,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201404,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2037655,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201405,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2110211,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201406,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2197253,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201407,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2359585,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201408,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2163791,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201409,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2442776,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201410,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2142874,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201411,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1880883,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201412,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,22733.162,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201401,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,21292.552,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201402,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,22696.783,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201403,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23180.285,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201404,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,20866.302,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201405,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,20881.424,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201406,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23953.359,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201407,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,26454.483,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201408,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,25745.783,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201409,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,26163.018,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201410,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23835.534,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201411,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,25316.57,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201412,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,14397,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201501,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,13161,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201502,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,14836,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201503,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15256,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201504,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16106,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201505,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,14734,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201506,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15229,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201507,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16096,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201508,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15640,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201509,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16135,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201510,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15450,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201511,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15543,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201512,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,2062335,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201501,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2019772,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201502,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2133613,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201503,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2546999,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201504,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2634817,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201505,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1988388,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201506,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2319015,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201507,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2745182,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201508,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2470324,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201509,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2780664,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201510,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2467686,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201511,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2238432,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201512,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,24501.688,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201501,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,25315.648,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201502,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,25025.582,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201503,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,24621.588,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201504,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23457.666,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201505,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,18814.429,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201506,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,21312.104,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201507,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,25129.673,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201508,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,24803.168,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201509,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,25921.494,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201510,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23846.749,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201511,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,25030.749,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201512,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,14620,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201601,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,14938,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201602,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15664,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201603,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15579,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201604,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16425,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201605,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15879,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201606,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16446,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201607,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,17004,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201608,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16382,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201609,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16652,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201610,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15645,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201611,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15763,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201612,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,2233730,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201601,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2313920,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201602,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2312297,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201603,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2707291,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201604,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2776555,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201605,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2740779,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201606,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2822263,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201607,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2932106,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201608,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2677848,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201609,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2894012,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201610,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2556927,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201611,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2427244,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201612,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,24933.315,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201601,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,24549.34,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201602,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,24435.44,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201603,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23540.444,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201604,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,22778.469,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201605,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,22596.648,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201606,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,25133.94,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201607,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,25654.283,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201608,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,25674.119,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201609,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,26830.099,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201610,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23002.209,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201611,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23758.455,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201612,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,15998,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201701,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,14465,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201702,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16426,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201703,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16531,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201704,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,17249,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201705,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16606,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201706,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16914,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201707,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16911,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201708,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16645,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201709,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,17129,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201710,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15734,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201711,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15947,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201712,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,2558581,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201701,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2333329,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201702,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2481377,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201703,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2913221,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201704,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2970715,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201705,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2903206,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201706,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2831482,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201707,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2970261,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201708,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2855052,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201709,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2912222,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201710,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2658728,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201711,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2524401,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201712,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,26368.344,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201701,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23153.766,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201702,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,24159.793,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201703,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23378.756,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201704,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23574.354,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201705,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,22569.578,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201706,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,24119.798,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201707,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,26200.269,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201708,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,26052.657,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201709,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,25547.653,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201710,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,22546.741,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201711,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,22453.667,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201712,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,15511,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201801,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,14309,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201802,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16229,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201803,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16311,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201804,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,17101,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201805,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16578,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201806,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16763,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201807,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16455,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201808,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16656,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201809,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16471,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201810,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,15813,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201811,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,16235,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,201812,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,2560256,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201801,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2248903,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201802,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2515939,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201803,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2919625,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201804,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2940396,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201805,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2874645,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201806,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2686038,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201807,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2802531,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201808,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2692709,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201809,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2755733,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201810,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2589031,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201811,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,2441118,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,201812,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,22963.899,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201801,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,21499.77,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201802,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,24706.223,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201803,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23580.357,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,201804,2020-11-23,합계,톤,계,항공사별,381,도착출발별
