C1_OBJ_NM,C2_NM,C3,DT,C2,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM,UNIT_NM,C3_NM,C3_OBJ_NM,ORG_ID,C2_OBJ_NM
노선별,계,C01,11071,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200501,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10151,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200502,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10954,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200503,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11268,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200504,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11718,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200505,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10719,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200506,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10060,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200507,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10163,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200508,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10590,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200509,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11222,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200510,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10516,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200511,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,9339,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200512,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,1405931,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200501,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1292179,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200502,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1312866,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200503,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1662022,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200504,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1674483,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200505,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1462649,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200506,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1338212,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200507,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1622609,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200508,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1345004,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200509,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1640292,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200510,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1462009,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200511,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1161825,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200512,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,33593.143,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200501,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,27549.025,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200502,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,36742.088,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200503,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,34026.32,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200504,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,29475.364,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200505,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,26813.198,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200506,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,26258.244,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200507,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,28542.327,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200508,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,31954.303,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200509,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,33602.576,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200510,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,34119.654,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200511,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,29709.065,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200512,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,10874,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200601,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,9330,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200602,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10708,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200603,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10381,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200604,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10618,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200605,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10075,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200606,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10514,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200607,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11679,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200608,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10365,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200609,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11200,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200610,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10468,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200611,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10834,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200612,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,1394427,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200601,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1245430,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200602,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1388901,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200603,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1611886,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200604,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1634653,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200605,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1390626,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200606,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1303468,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200607,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1665553,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200608,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1342443,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200609,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1575425,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200610,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1479885,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200611,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1363128,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200612,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,32504.763,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200601,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,31261.026,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200602,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,38157.933,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200603,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,32084.874,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200604,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,26396.866,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200605,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,24142.545,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200606,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,24786.885,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200607,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,27707.16,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200608,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,28696.251,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200609,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,27725.926,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200610,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,30069.883,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200611,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,31714.933,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200612,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,10851,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200701,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,9872,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200702,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10886,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200703,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11148,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200704,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11709,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200705,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10965,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200706,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11661,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200707,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,12035,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200708,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10869,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200709,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11422,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200710,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10891,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200711,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10979,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200712,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,1368206,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200701,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1256489,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200702,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1336231,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200703,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1586326,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200704,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1646237,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200705,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1396435,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200706,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1372940,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200707,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1657047,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200708,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1281742,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200709,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1469537,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200710,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1410342,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200711,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1270599,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200712,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,30964.43,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200701,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,28713.753,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200702,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,30373.815,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200703,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,27122.848,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200704,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23726.032,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200705,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,21986.784,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200706,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23274.168,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200707,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,25164.306,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200708,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,24757.876,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200709,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,28650.667,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200710,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,26628.163,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200711,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,25034.602,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200712,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,10764,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200801,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,10841,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200802,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11692,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200803,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11603,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200804,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,12178,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200805,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11403,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200806,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,12125,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200807,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,12875,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200808,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11794,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200809,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,12015,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200810,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11231,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200811,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11251,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200812,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,1296916,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200801,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1292534,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200802,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1334922,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200803,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1600498,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200804,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1738044,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200805,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1446990,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200806,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1389855,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200807,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1669570,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200808,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1301450,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200809,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1534789,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200810,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1369293,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200811,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1240186,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200812,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,23441.295,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200801,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,24225.182,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200802,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,21878.522,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200803,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,20124.65,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200804,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,18796.743,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200805,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,16205.321,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200806,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,15902.194,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200807,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,21412.137,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200808,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,20951.868,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200809,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,24955.409,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200810,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,23365.677,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200811,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,22979.969,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200812,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,11334,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200901,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,9945,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200902,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11602,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200903,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,11839,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200904,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,12952,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200905,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,12493,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200906,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,12894,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200907,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,13693,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200908,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,12198,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200909,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,13197,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200910,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,12456,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200911,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,12780,B01,A01,M,Flight,T001,DT_920005_B004,운항,국내선 노선별 통계,200912,2020-11-23,합계,편,계,항공사별,381,도착출발별
노선별,계,C01,1321610,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200901,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1166897,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200902,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1346293,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200903,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1646592,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200904,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1718629,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200905,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1500807,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200906,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1541267,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200907,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1917094,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200908,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1414797,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200909,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1679276,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200910,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1531176,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200911,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,1501032,B01,A01,M,In Person,T002,DT_920005_B004,여객,국내선 노선별 통계,200912,2020-11-23,합계,명,계,항공사별,381,도착출발별
노선별,계,C01,23205.777,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200901,2020-11-23,합계,톤,계,항공사별,381,도착출발별
노선별,계,C01,21910.166,B01,A01,M,G/T,T003,DT_920005_B004,화물,국내선 노선별 통계,200902,2020-11-23,합계,톤,계,항공사별,381,도착출발별
