C1_OBJ_NM,C2_NM,DT,C2,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM,UNIT_NM,ORG_ID,C2_OBJ_NM
요일별,도착,16735,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201603,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2594,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201604,2020-11-16,화요일,편,381,도착출발별
요일별,도착,3223,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201605,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2642,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201606,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2652,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201607,2020-11-16,화요일,편,381,도착출발별
요일별,도착,3441,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201608,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2718,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201609,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2708,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201610,2020-11-16,화요일,편,381,도착출발별
요일별,도착,17013,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201611,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2536,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201612,2020-11-16,화요일,편,381,도착출발별
요일별,도착,3252,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201701,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2633,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201702,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2584,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201703,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2655,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201704,2020-11-16,화요일,편,381,도착출발별
요일별,도착,3340,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201705,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2693,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201706,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2636,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201707,2020-11-16,화요일,편,381,도착출발별
요일별,도착,19080,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201708,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2704,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201709,2020-11-16,화요일,편,381,도착출발별
요일별,도착,3387,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201710,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2613,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201711,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2589,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201712,2020-11-16,화요일,편,381,도착출발별
요일별,도착,3216,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201801,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2507,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201802,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2627,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201803,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2731,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201804,2020-11-16,화요일,편,381,도착출발별
요일별,도착,19308,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201805,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2794,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201806,2020-11-16,화요일,편,381,도착출발별
요일별,도착,3346,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201807,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2856,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201808,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2808,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201809,2020-11-16,화요일,편,381,도착출발별
요일별,도착,3502,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201810,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2713,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201811,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2704,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201812,2020-11-16,화요일,편,381,도착출발별
요일별,도착,20345,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201901,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2790,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201902,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2716,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201903,2020-11-16,화요일,편,381,도착출발별
요일별,도착,3394,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201904,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2878,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201905,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2917,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201906,2020-11-16,화요일,편,381,도착출발별
요일별,도착,3627,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201907,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2855,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201908,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2818,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201909,2020-11-16,화요일,편,381,도착출발별
요일별,도착,19982,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201910,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2728,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201911,2020-11-16,화요일,편,381,도착출발별
요일별,도착,3408,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201912,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2694,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202001,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2175,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202002,2020-11-16,화요일,편,381,도착출발별
요일별,도착,1264,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202003,2020-11-16,화요일,편,381,도착출발별
요일별,도착,1146,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202004,2020-11-16,화요일,편,381,도착출발별
요일별,도착,1739,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202005,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2297,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202006,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2030,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202007,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2399,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202008,2020-11-16,화요일,편,381,도착출발별
요일별,도착,6803,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202009,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2095,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202010,2020-11-16,화요일,편,381,도착출발별
요일별,도착,2936,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202011,2020-12-11,화요일,편,381,도착출발별
요일별,도착,2800,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202012,2021-01-11,화요일,편,381,도착출발별
요일별,도착,1720,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202101,2021-02-16,화요일,편,381,도착출발별
요일별,도착,2382,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202102,2021-03-16,화요일,편,381,도착출발별
요일별,도착,3355,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202103,2021-04-15,화요일,편,381,도착출발별
요일별,도착,3064,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202104,2021-05-18,화요일,편,381,도착출발별
요일별,도착,2891,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202105,2021-06-16,화요일,편,381,도착출발별
요일별,도착,3671,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202106,2021-07-16,화요일,편,381,도착출발별
요일별,도착,2933,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202107,2021-08-13,화요일,편,381,도착출발별
요일별,도착,3494,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202108,2021-09-10,화요일,편,381,도착출발별
요일별,도착,2749,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202109,2021-10-14,화요일,편,381,도착출발별
요일별,도착,3125,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202110,2021-11-15,화요일,편,381,도착출발별
요일별,도착,3920,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202111,2021-12-14,화요일,편,381,도착출발별
요일별,도착,3040,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202112,2022-01-12,화요일,편,381,도착출발별
요일별,도착,2886,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202201,2022-02-21,화요일,편,381,도착출발별
요일별,도착,3141,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202202,2022-03-18,화요일,편,381,도착출발별
요일별,도착,3502,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202203,2022-04-21,화요일,편,381,도착출발별
요일별,도착,2940,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202204,2022-05-20,화요일,편,381,도착출발별
요일별,도착,3869,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202205,2022-06-14,화요일,편,381,도착출발별
요일별,도착,3127,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202206,2022-07-25,화요일,편,381,도착출발별
요일별,도착,3267,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202207,2022-08-18,화요일,편,381,도착출발별
요일별,도착,4186,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202208,2022-09-28,화요일,편,381,도착출발별
요일별,도착,2951,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202209,2022-10-25,화요일,편,381,도착출발별
요일별,도착,3401,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202210,2022-11-23,화요일,편,381,도착출발별
요일별,도착,4431,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202211,2022-12-22,화요일,편,381,도착출발별
요일별,도착,3540,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202212,2023-01-12,화요일,편,381,도착출발별
요일별,도착,4236,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202301,2023-02-17,화요일,편,381,도착출발별
요일별,도착,3856,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202302,2023-03-15,화요일,편,381,도착출발별
요일별,도착,3840,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202303,2023-04-27,화요일,편,381,도착출발별
요일별,도착,3978,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202304,2023-05-19,화요일,편,381,도착출발별
요일별,도착,5402,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202305,2023-06-28,화요일,편,381,도착출발별
요일별,도착,4369,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202306,2023-07-26,화요일,편,381,도착출발별
요일별,도착,4410,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202307,2023-08-30,화요일,편,381,도착출발별
요일별,도착,5656,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202308,2023-09-12,화요일,편,381,도착출발별
요일별,도착,4500,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202309,2023-10-24,화요일,편,381,도착출발별
요일별,도착,5799,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202310,2023-11-17,화요일,편,381,도착출발별
요일별,도착,4579,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202311,2023-12-18,화요일,편,381,도착출발별
요일별,도착,4663,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202312,2024-01-23,화요일,편,381,도착출발별
요일별,도착,5425,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202401,2024-03-04,화요일,편,381,도착출발별
요일별,도착,4751,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202402,2024-03-25,화요일,편,381,도착출발별
요일별,도착,4608,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202403,2024-04-19,화요일,편,381,도착출발별
요일별,도착,5957,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202404,2024-05-28,화요일,편,381,도착출발별
요일별,도착,4797,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202405,2024-07-02,화요일,편,381,도착출발별
요일별,도착,4812,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202406,2024-07-19,화요일,편,381,도착출발별
요일별,도착,6113,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202407,2024-09-02,화요일,편,381,도착출발별
요일별,도착,5018,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202408,2024-10-02,화요일,편,381,도착출발별
요일별,도착,4886,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202409,2024-10-22,화요일,편,381,도착출발별
요일별,도착,6168,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202410,2024-11-25,화요일,편,381,도착출발별
요일별,도착,4783,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202411,2024-12-16,화요일,편,381,도착출발별
요일별,도착,6112,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202412,2025-01-17,화요일,편,381,도착출발별
요일별,도착,4729,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202501,2025-02-08,화요일,편,381,도착출발별
요일별,도착,4684,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202502,2025-03-10,화요일,편,381,도착출발별
요일별,도착,4575,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202503,2025-04-14,화요일,편,381,도착출발별
요일별,도착,5952,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202504,2025-05-13,화요일,편,381,도착출발별
요일별,도착,4755,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202505,2025-06-11,화요일,편,381,도착출발별
요일별,도착,4879,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202506,2025-07-08,화요일,편,381,도착출발별
요일별,도착,6291,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202507,2025-08-08,화요일,편,381,도착출발별
요일별,도착,5134,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202508,2025-09-09,화요일,편,381,도착출발별
요일별,도착,6251,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202509,2025-10-30,화요일,편,381,도착출발별
요일별,도착,5126,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202510,2025-11-07,화요일,편,381,도착출발별
요일별,도착,5042,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202511,2025-12-08,화요일,편,381,도착출발별
요일별,도착,6447,B02,A04,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202512,2026-01-12,화요일,편,381,도착출발별
요일별,도착,182156,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200501,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1181361,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200502,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1222749,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200503,2020-11-16,화요일,명,381,도착출발별
요일별,도착,212781,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200504,2020-11-16,화요일,명,381,도착출발별
요일별,도착,258790,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200505,2020-11-16,화요일,명,381,도착출발별
요일별,도착,192638,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200506,2020-11-16,화요일,명,381,도착출발별
요일별,도착,178032,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200507,2020-11-16,화요일,명,381,도착출발별
요일별,도착,276283,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200508,2020-11-16,화요일,명,381,도착출발별
요일별,도착,171317,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200509,2020-11-16,화요일,명,381,도착출발별
요일별,도착,217493,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200510,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1236609,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200511,2020-11-16,화요일,명,381,도착출발별
요일별,도착,166866,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200512,2020-11-16,화요일,명,381,도착출발별
요일별,도착,242984,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200601,2020-11-16,화요일,명,381,도착출발별
요일별,도착,159201,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200602,2020-11-16,화요일,명,381,도착출발별
요일별,도착,184968,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200603,2020-11-16,화요일,명,381,도착출발별
요일별,도착,205193,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200604,2020-11-16,화요일,명,381,도착출발별
요일별,도착,275248,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200605,2020-11-16,화요일,명,381,도착출발별
요일별,도착,203755,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200606,2020-11-16,화요일,명,381,도착출발별
요일별,도착,180241,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200607,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1708664,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200608,2020-11-16,화요일,명,381,도착출발별
요일별,도착,189909,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200609,2020-11-16,화요일,명,381,도착출발별
요일별,도착,268391,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200610,2020-11-16,화요일,명,381,도착출발별
요일별,도착,192962,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200611,2020-11-16,화요일,명,381,도착출발별
요일별,도착,185581,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200612,2020-11-16,화요일,명,381,도착출발별
요일별,도착,243021,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200701,2020-11-16,화요일,명,381,도착출발별
요일별,도착,202642,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200702,2020-11-16,화요일,명,381,도착출발별
요일별,도착,184708,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200703,2020-11-16,화요일,명,381,도착출발별
요일별,도착,222689,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200704,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1515801,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200705,2020-11-16,화요일,명,381,도착출발별
요일별,도착,202965,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200706,2020-11-16,화요일,명,381,도착출발별
요일별,도착,258590,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200707,2020-11-16,화요일,명,381,도착출발별
요일별,도착,235736,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200708,2020-11-16,화요일,명,381,도착출발별
요일별,도착,197887,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200709,2020-11-16,화요일,명,381,도착출발별
요일별,도착,251697,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200710,2020-11-16,화요일,명,381,도착출발별
요일별,도착,191533,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200711,2020-11-16,화요일,명,381,도착출발별
요일별,도착,174567,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200712,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1605281,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200801,2020-11-16,화요일,명,381,도착출발별
요일별,도착,212257,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200802,2020-11-16,화요일,명,381,도착출발별
요일별,도착,178238,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200803,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1461624,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200804,2020-11-16,화요일,명,381,도착출발별
요일별,도착,252665,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200805,2020-11-16,화요일,명,381,도착출발별
요일별,도착,198221,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200806,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1523237,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200807,2020-11-16,화요일,명,381,도착출발별
요일별,도착,235279,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200808,2020-11-16,화요일,명,381,도착출발별
요일별,도착,239216,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200809,2020-11-16,화요일,명,381,도착출발별
요일별,도착,198242,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200810,2020-11-16,화요일,명,381,도착출발별
요일별,도착,176689,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200811,2020-11-16,화요일,명,381,도착출발별
요일별,도착,203354,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200812,2020-11-16,화요일,명,381,도착출발별
요일별,도착,195665,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200901,2020-11-16,화요일,명,381,도착출발별
요일별,도착,184192,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200902,2020-11-16,화요일,명,381,도착출발별
요일별,도착,224302,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200903,2020-11-16,화요일,명,381,도착출발별
요일별,도착,233549,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200904,2020-11-16,화요일,명,381,도착출발별
요일별,도착,224349,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200905,2020-11-16,화요일,명,381,도착출발별
요일별,도착,228733,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200906,2020-11-16,화요일,명,381,도착출발별
요일별,도착,191177,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200907,2020-11-16,화요일,명,381,도착출발별
요일별,도착,268435,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200908,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1342540,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200909,2020-11-16,화요일,명,381,도착출발별
요일별,도착,206309,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200910,2020-11-16,화요일,명,381,도착출발별
요일별,도착,189028,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200911,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1474944,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,200912,2020-11-16,화요일,명,381,도착출발별
요일별,도착,206170,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201001,2020-11-16,화요일,명,381,도착출발별
요일별,도착,226319,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201002,2020-11-16,화요일,명,381,도착출발별
요일별,도착,269641,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201003,2020-11-16,화요일,명,381,도착출발별
요일별,도착,255653,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201004,2020-11-16,화요일,명,381,도착출발별
요일별,도착,255264,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201005,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1597238,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201006,2020-11-16,화요일,명,381,도착출발별
요일별,도착,234238,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201007,2020-11-16,화요일,명,381,도착출발별
요일별,도착,341540,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201008,2020-11-16,화요일,명,381,도착출발별
요일별,도착,224490,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201009,2020-11-16,화요일,명,381,도착출발별
요일별,도착,254733,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201010,2020-11-16,화요일,명,381,도착출발별
요일별,도착,274747,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201011,2020-11-16,화요일,명,381,도착출발별
요일별,도착,200895,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201012,2020-11-16,화요일,명,381,도착출발별
요일별,도착,202199,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201101,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1617100,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201102,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1630845,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201103,2020-11-16,화요일,명,381,도착출발별
요일별,도착,254895,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201104,2020-11-16,화요일,명,381,도착출발별
요일별,도착,323932,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201105,2020-11-16,화요일,명,381,도착출발별
요일별,도착,253494,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201106,2020-11-16,화요일,명,381,도착출발별
요일별,도착,240957,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201107,2020-11-16,화요일,명,381,도착출발별
요일별,도착,384366,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201108,2020-11-16,화요일,명,381,도착출발별
요일별,도착,273344,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201109,2020-11-16,화요일,명,381,도착출발별
요일별,도착,290360,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201110,2020-11-16,화요일,명,381,도착출발별
요일별,도착,1682204,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201111,2020-11-16,화요일,명,381,도착출발별
요일별,도착,226007,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201112,2020-11-16,화요일,명,381,도착출발별
요일별,도착,315836,B02,A04,M,In Person,T002,DT_920005_B002,여객,요일별 통계,201201,2020-11-16,화요일,명,381,도착출발별
