C1_OBJ_NM,C2_NM,DT,C2,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM,UNIT_NM,ORG_ID,C2_OBJ_NM
요일별,계,37260,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200501,2020-11-16,합계,편,381,도착출발별
요일별,계,34223,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200502,2020-11-16,합계,편,381,도착출발별
요일별,계,36698,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200503,2020-11-16,합계,편,381,도착출발별
요일별,계,37467,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200504,2020-11-16,합계,편,381,도착출발별
요일별,계,39033,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200505,2020-11-16,합계,편,381,도착출발별
요일별,계,36722,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200506,2020-11-16,합계,편,381,도착출발별
요일별,계,36444,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200507,2020-11-16,합계,편,381,도착출발별
요일별,계,37006,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200508,2020-11-16,합계,편,381,도착출발별
요일별,계,36720,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200509,2020-11-16,합계,편,381,도착출발별
요일별,계,38840,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200510,2020-11-16,합계,편,381,도착출발별
요일별,계,36805,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200511,2020-11-16,합계,편,381,도착출발별
요일별,계,34731,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200512,2020-11-16,합계,편,381,도착출발별
요일별,계,38665,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200601,2020-11-16,합계,편,381,도착출발별
요일별,계,33938,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200602,2020-11-16,합계,편,381,도착출발별
요일별,계,38084,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200603,2020-11-16,합계,편,381,도착출발별
요일별,계,37480,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200604,2020-11-16,합계,편,381,도착출발별
요일별,계,38511,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200605,2020-11-16,합계,편,381,도착출발별
요일별,계,37292,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200606,2020-11-16,합계,편,381,도착출발별
요일별,계,39040,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200607,2020-11-16,합계,편,381,도착출발별
요일별,계,42319,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200608,2020-11-16,합계,편,381,도착출발별
요일별,계,39038,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200609,2020-11-16,합계,편,381,도착출발별
요일별,계,41734,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200610,2020-11-16,합계,편,381,도착출발별
요일별,계,39918,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200611,2020-11-16,합계,편,381,도착출발별
요일별,계,41682,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200612,2020-11-16,합계,편,381,도착출발별
요일별,계,42309,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200701,2020-11-16,합계,편,381,도착출발별
요일별,계,38610,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200702,2020-11-16,합계,편,381,도착출발별
요일별,계,42176,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200703,2020-11-16,합계,편,381,도착출발별
요일별,계,42754,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200704,2020-11-16,합계,편,381,도착출발별
요일별,계,44611,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200705,2020-11-16,합계,편,381,도착출발별
요일별,계,42678,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200706,2020-11-16,합계,편,381,도착출발별
요일별,계,45404,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200707,2020-11-16,합계,편,381,도착출발별
요일별,계,46589,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200708,2020-11-16,합계,편,381,도착출발별
요일별,계,43138,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200709,2020-11-16,합계,편,381,도착출발별
요일별,계,44498,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200710,2020-11-16,합계,편,381,도착출발별
요일별,계,42914,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200711,2020-11-16,합계,편,381,도착출발별
요일별,계,43932,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200712,2020-11-16,합계,편,381,도착출발별
요일별,계,43882,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200801,2020-11-16,합계,편,381,도착출발별
요일별,계,42359,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200802,2020-11-16,합계,편,381,도착출발별
요일별,계,44810,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200803,2020-11-16,합계,편,381,도착출발별
요일별,계,44132,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200804,2020-11-16,합계,편,381,도착출발별
요일별,계,46129,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200805,2020-11-16,합계,편,381,도착출발별
요일별,계,43160,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200806,2020-11-16,합계,편,381,도착출발별
요일별,계,45560,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200807,2020-11-16,합계,편,381,도착출발별
요일별,계,47351,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200808,2020-11-16,합계,편,381,도착출발별
요일별,계,43298,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200809,2020-11-16,합계,편,381,도착출발별
요일별,계,44739,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200810,2020-11-16,합계,편,381,도착출발별
요일별,계,42049,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200811,2020-11-16,합계,편,381,도착출발별
요일별,계,41801,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200812,2020-11-16,합계,편,381,도착출발별
요일별,계,42536,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200901,2020-11-16,합계,편,381,도착출발별
요일별,계,37649,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200902,2020-11-16,합계,편,381,도착출발별
요일별,계,42837,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200903,2020-11-16,합계,편,381,도착출발별
요일별,계,42616,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200904,2020-11-16,합계,편,381,도착출발별
요일별,계,45677,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200905,2020-11-16,합계,편,381,도착출발별
요일별,계,43391,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200906,2020-11-16,합계,편,381,도착출발별
요일별,계,45688,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200907,2020-11-16,합계,편,381,도착출발별
요일별,계,48050,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200908,2020-11-16,합계,편,381,도착출발별
요일별,계,43311,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200909,2020-11-16,합계,편,381,도착출발별
요일별,계,45913,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200910,2020-11-16,합계,편,381,도착출발별
요일별,계,44232,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200911,2020-11-16,합계,편,381,도착출발별
요일별,계,45352,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,200912,2020-11-16,합계,편,381,도착출발별
요일별,계,44048,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201001,2020-11-16,합계,편,381,도착출발별
요일별,계,41326,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201002,2020-11-16,합계,편,381,도착출발별
요일별,계,45280,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201003,2020-11-16,합계,편,381,도착출발별
요일별,계,45603,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201004,2020-11-16,합계,편,381,도착출발별
요일별,계,47411,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201005,2020-11-16,합계,편,381,도착출발별
요일별,계,44643,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201006,2020-11-16,합계,편,381,도착출발별
요일별,계,46351,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201007,2020-11-16,합계,편,381,도착출발별
요일별,계,48029,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201008,2020-11-16,합계,편,381,도착출발별
요일별,계,45803,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201009,2020-11-16,합계,편,381,도착출발별
요일별,계,48445,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201010,2020-11-16,합계,편,381,도착출발별
요일별,계,45855,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201011,2020-11-16,합계,편,381,도착출발별
요일별,계,47116,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201012,2020-11-16,합계,편,381,도착출발별
요일별,계,46842,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201101,2020-11-16,합계,편,381,도착출발별
요일별,계,42688,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201102,2020-11-16,합계,편,381,도착출발별
요일별,계,48109,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201103,2020-11-16,합계,편,381,도착출발별
요일별,계,47695,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201104,2020-11-16,합계,편,381,도착출발별
요일별,계,49907,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201105,2020-11-16,합계,편,381,도착출발별
요일별,계,47384,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201106,2020-11-16,합계,편,381,도착출발별
요일별,계,50608,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201107,2020-11-16,합계,편,381,도착출발별
요일별,계,52185,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201108,2020-11-16,합계,편,381,도착출발별
요일별,계,49403,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201109,2020-11-16,합계,편,381,도착출발별
요일별,계,51154,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201110,2020-11-16,합계,편,381,도착출발별
요일별,계,48242,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201111,2020-11-16,합계,편,381,도착출발별
요일별,계,49378,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201112,2020-11-16,합계,편,381,도착출발별
요일별,계,50470,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201201,2020-11-16,합계,편,381,도착출발별
요일별,계,46536,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201202,2020-11-16,합계,편,381,도착출발별
요일별,계,50910,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201203,2020-11-16,합계,편,381,도착출발별
요일별,계,51478,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201204,2020-11-16,합계,편,381,도착출발별
요일별,계,54552,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201205,2020-11-16,합계,편,381,도착출발별
요일별,계,52300,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201206,2020-11-16,합계,편,381,도착출발별
요일별,계,53442,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201207,2020-11-16,합계,편,381,도착출발별
요일별,계,54093,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201208,2020-11-16,합계,편,381,도착출발별
요일별,계,51613,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201209,2020-11-16,합계,편,381,도착출발별
요일별,계,55003,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201210,2020-11-16,합계,편,381,도착출발별
요일별,계,51905,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201211,2020-11-16,합계,편,381,도착출발별
요일별,계,52661,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201212,2020-11-16,합계,편,381,도착출발별
요일별,계,53429,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201301,2020-11-16,합계,편,381,도착출발별
요일별,계,48643,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201302,2020-11-16,합계,편,381,도착출발별
요일별,계,53352,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201303,2020-11-16,합계,편,381,도착출발별
요일별,계,54482,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201304,2020-11-16,합계,편,381,도착출발별
요일별,계,56975,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201305,2020-11-16,합계,편,381,도착출발별
요일별,계,54725,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201306,2020-11-16,합계,편,381,도착출발별
요일별,계,57634,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201307,2020-11-16,합계,편,381,도착출발별
요일별,계,59617,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201308,2020-11-16,합계,편,381,도착출발별
요일별,계,55998,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201309,2020-11-16,합계,편,381,도착출발별
요일별,계,58184,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201310,2020-11-16,합계,편,381,도착출발별
요일별,계,54475,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201311,2020-11-16,합계,편,381,도착출발별
요일별,계,54975,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201312,2020-11-16,합계,편,381,도착출발별
요일별,계,55349,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201401,2020-11-16,합계,편,381,도착출발별
요일별,계,50317,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201402,2020-11-16,합계,편,381,도착출발별
요일별,계,56272,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201403,2020-11-16,합계,편,381,도착출발별
요일별,계,58322,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201404,2020-11-16,합계,편,381,도착출발별
요일별,계,60847,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201405,2020-11-16,합계,편,381,도착출발별
요일별,계,57978,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201406,2020-11-16,합계,편,381,도착출발별
요일별,계,61331,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201407,2020-11-16,합계,편,381,도착출발별
요일별,계,63568,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201408,2020-11-16,합계,편,381,도착출발별
요일별,계,61140,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201409,2020-11-16,합계,편,381,도착출발별
요일별,계,62438,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201410,2020-11-16,합계,편,381,도착출발별
요일별,계,59014,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201411,2020-11-16,합계,편,381,도착출발별
요일별,계,60111,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201412,2020-11-16,합계,편,381,도착출발별
요일별,계,61807,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201501,2020-11-16,합계,편,381,도착출발별
요일별,계,56343,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201502,2020-11-16,합계,편,381,도착출발별
요일별,계,61890,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201503,2020-11-16,합계,편,381,도착출발별
요일별,계,62745,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201504,2020-11-16,합계,편,381,도착출발별
요일별,계,66329,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201505,2020-11-16,합계,편,381,도착출발별
요일별,계,60031,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201506,2020-11-16,합계,편,381,도착출발별
요일별,계,58596,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201507,2020-11-16,합계,편,381,도착출발별
요일별,계,64469,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201508,2020-11-16,합계,편,381,도착출발별
요일별,계,63997,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201509,2020-11-16,합계,편,381,도착출발별
요일별,계,67116,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201510,2020-11-16,합계,편,381,도착출발별
요일별,계,64029,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201511,2020-11-16,합계,편,381,도착출발별
요일별,계,65828,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201512,2020-11-16,합계,편,381,도착출발별
요일별,계,65016,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201601,2020-11-16,합계,편,381,도착출발별
요일별,계,63576,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201602,2020-11-16,합계,편,381,도착출발별
요일별,계,66679,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201603,2020-11-16,합계,편,381,도착출발별
요일별,계,65801,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201604,2020-11-16,합계,편,381,도착출발별
요일별,계,69173,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201605,2020-11-16,합계,편,381,도착출발별
요일별,계,67385,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201606,2020-11-16,합계,편,381,도착출발별
요일별,계,71816,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201607,2020-11-16,합계,편,381,도착출발별
요일별,계,73521,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201608,2020-11-16,합계,편,381,도착출발별
요일별,계,69991,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201609,2020-11-16,합계,편,381,도착출발별
요일별,계,71607,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201610,2020-11-16,합계,편,381,도착출발별
요일별,계,67038,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201611,2020-11-16,합계,편,381,도착출발별
요일별,계,69255,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201612,2020-11-16,합계,편,381,도착출발별
요일별,계,71331,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201701,2020-11-16,합계,편,381,도착출발별
요일별,계,64432,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201702,2020-11-16,합계,편,381,도착출발별
요일별,계,70240,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201703,2020-11-16,합계,편,381,도착출발별
요일별,계,68470,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201704,2020-11-16,합계,편,381,도착출발별
요일별,계,71511,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201705,2020-11-16,합계,편,381,도착출발별
요일별,계,69674,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201706,2020-11-16,합계,편,381,도착출발별
요일별,계,73258,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201707,2020-11-16,합계,편,381,도착출발별
요일별,계,74092,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201708,2020-11-16,합계,편,381,도착출발별
요일별,계,71370,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201709,2020-11-16,합계,편,381,도착출발별
요일별,계,74104,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201710,2020-11-16,합계,편,381,도착출발별
요일별,계,69448,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201711,2020-11-16,합계,편,381,도착출발별
요일별,계,72284,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201712,2020-11-16,합계,편,381,도착출발별
요일별,계,73138,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201801,2020-11-16,합계,편,381,도착출발별
요일별,계,66579,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201802,2020-11-16,합계,편,381,도착출발별
요일별,계,73621,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201803,2020-11-16,합계,편,381,도착출발별
요일별,계,72122,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201804,2020-11-16,합계,편,381,도착출발별
요일별,계,75359,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201805,2020-11-16,합계,편,381,도착출발별
요일별,계,73724,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201806,2020-11-16,합계,편,381,도착출발별
요일별,계,76079,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201807,2020-11-16,합계,편,381,도착출발별
요일별,계,76610,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201808,2020-11-16,합계,편,381,도착출발별
요일별,계,73881,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201809,2020-11-16,합계,편,381,도착출발별
요일별,계,75828,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201810,2020-11-16,합계,편,381,도착출발별
요일별,계,72948,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201811,2020-11-16,합계,편,381,도착출발별
요일별,계,76066,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201812,2020-11-16,합계,편,381,도착출발별
요일별,계,77204,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201901,2020-11-16,합계,편,381,도착출발별
요일별,계,70105,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201902,2020-11-16,합계,편,381,도착출발별
요일별,계,76728,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201903,2020-11-16,합계,편,381,도착출발별
요일별,계,75292,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201904,2020-11-16,합계,편,381,도착출발별
요일별,계,79058,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201905,2020-11-16,합계,편,381,도착출발별
요일별,계,77696,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201906,2020-11-16,합계,편,381,도착출발별
요일별,계,80159,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201907,2020-11-16,합계,편,381,도착출발별
요일별,계,81444,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201908,2020-11-16,합계,편,381,도착출발별
요일별,계,73865,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201909,2020-11-16,합계,편,381,도착출발별
요일별,계,76649,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201910,2020-11-16,합계,편,381,도착출발별
요일별,계,73624,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201911,2020-11-16,합계,편,381,도착출발별
요일별,계,77117,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,201912,2020-11-16,합계,편,381,도착출발별
요일별,계,78976,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202001,2020-11-16,합계,편,381,도착출발별
요일별,계,58637,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202002,2020-11-16,합계,편,381,도착출발별
요일별,계,26231,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202003,2020-11-16,합계,편,381,도착출발별
요일별,계,25446,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202004,2020-11-16,합계,편,381,도착출발별
요일별,계,34879,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202005,2020-11-16,합계,편,381,도착출발별
요일별,계,37098,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202006,2020-11-16,합계,편,381,도착출발별
요일별,계,41207,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202007,2020-11-16,합계,편,381,도착출발별
요일별,계,44804,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202008,2020-11-16,합계,편,381,도착출발별
요일별,계,34819,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202009,2020-11-16,합계,편,381,도착출발별
요일별,계,45368,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202010,2020-11-16,합계,편,381,도착출발별
요일별,계,46748,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202011,2020-12-11,합계,편,381,도착출발별
요일별,계,37767,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202012,2021-01-11,합계,편,381,도착출발별
요일별,계,29683,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202101,2021-02-16,합계,편,381,도착출발별
요일별,계,39096,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202102,2021-04-13,합계,편,381,도착출발별
요일별,계,45504,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202103,2021-04-15,합계,편,381,도착출발별
요일별,계,49438,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202104,2021-05-18,합계,편,381,도착출발별
요일별,계,50636,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202105,2021-06-16,합계,편,381,도착출발별
요일별,계,48165,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202106,2021-07-16,합계,편,381,도착출발별
요일별,계,49781,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202107,2021-08-13,합계,편,381,도착출발별
요일별,계,46676,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202108,2021-09-10,합계,편,381,도착출발별
요일별,계,45085,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202109,2021-10-14,합계,편,381,도착출발별
요일별,계,51799,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202110,2021-11-15,합계,편,381,도착출발별
요일별,계,50162,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202111,2021-12-14,합계,편,381,도착출발별
요일별,계,50805,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202112,2022-01-12,합계,편,381,도착출발별
요일별,계,49525,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202201,2022-02-21,합계,편,381,도착출발별
요일별,계,46040,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202202,2022-03-18,합계,편,381,도착출발별
요일별,계,46059,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202203,2022-04-21,합계,편,381,도착출발별
요일별,계,47708,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202204,2022-05-20,합계,편,381,도착출발별
요일별,계,51215,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202205,2022-06-14,합계,편,381,도착출발별
요일별,계,50307,B01,A01,M,Flight,T001,DT_920005_B002,운항,요일별 통계,202206,2022-07-25,합계,편,381,도착출발별
