last_yearmonth,this_yearmonth,sn_gubun,pass_gubun,carge_gubun,area_gubun,arvl_type,nation_gubun,nation_code,area_code,area_name,area_listorder,nation_name,pass,cargo,nation_code_b,flight_cnt,year_month,year,month,category_name
,,,,,,,,04#206,04,미주,4,캐나다,6496,917,04#206,118,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#316,05,유럽,5,네덜란드,881,223,05#316,56,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#317,05,유럽,5,노르웨이,0,0,05#317,5,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#308,05,유럽,5,독일,2096,678,05#308,208,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#331,05,유럽,5,러시아,6295,818,05#331,484,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#313,05,유럽,5,룩셈부르크,0,0,05#313,12,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#303,05,유럽,5,벨기에,0,0,05#303,18,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#321,05,유럽,5,스웨덴,0,0,05#321,9,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#322,05,유럽,5,스위스,58,48,05#322,12,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#320,05,유럽,5,스페인,1029,190,05#320,59,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#342,05,유럽,5,아제르바이잔,0,0,05#342,11,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#305,05,유럽,5,영국,3328,480,05#305,96,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#302,05,유럽,5,오스트리아,269,78,05#302,22,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,3753,378,05#338,65,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#312,05,유럽,5,이탈리아,2963,439,05#312,122,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#326,05,유럽,5,체코,408,142,05#326,33,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#149,05,유럽,5,카자흐스탄,1387,146,05#149,47,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#343,05,유럽,5,크로아티아,68,41,05#343,15,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#136,05,유럽,5,튀르키예,1748,417,05#136,104,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#329,05,유럽,5,폴란드,32,101,05#329,21,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#307,05,유럽,5,프랑스,2202,553,05#307,99,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#306,05,유럽,5,핀란드,26,148,05#306,30,201909,2019,9,정기-환승여객-출발
,,,,,,,,05#328,05,유럽,5,헝가리,6,16,05#328,4,201909,2019,9,정기-환승여객-출발
,,,,,,,,06#227_01,06,대양주,6,괌,1298,566,06#227_01,367,201909,2019,9,정기-환승여객-출발
,,,,,,,,06#407,06,대양주,6,뉴질랜드,644,92,06#407,22,201909,2019,9,정기-환승여객-출발
,,,,,,,,06#227_00,06,대양주,6,사이판,2045,222,06#227_00,149,201909,2019,9,정기-환승여객-출발
,,,,,,,,06#415,06,대양주,6,팔라우,553,19,06#415,9,201909,2019,9,정기-환승여객-출발
,,,,,,,,06#403,06,대양주,6,피지,1242,44,06#403,13,201909,2019,9,정기-환승여객-출발
,,,,,,,,06#227_02,06,대양주,6,하와이,3792,390,06#227_02,112,201909,2019,9,정기-환승여객-출발
,,,,,,,,06#401,06,대양주,6,호주,1876,305,06#401,77,201909,2019,9,정기-환승여객-출발
,,,,,,,,07#144,07,기타,7,아랍에미레이트,643,574,07#144,90,201909,2019,9,정기-환승여객-출발
,,,,,,,,07#508,07,기타,7,에티오피아,120,80,07#508,21,201909,2019,9,정기-환승여객-출발
,,,,,,,,07#114,07,기타,7,이스라엘,461,40,07#114,12,201909,2019,9,정기-환승여객-출발
,,,,,,,,07#130,07,기타,7,카타르,126,190,07#130,51,201909,2019,9,정기-환승여객-출발
,,,,,,,,,,전체 합계,0,,256349,49203,총계,20595,201910,2019,10,정기-환승여객-출발
,,,,,,,,01#115,01,일본,1,일본,46990,5082,01#115,3425,201910,2019,10,정기-환승여객-출발
,,,,,,,,02#141,02,중국,2,중국,33245,11735,02#141,5307,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#125,03,아시아,3,네팔,765,86,03#125,13,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#107,03,아시아,3,대만,3129,2653,03#107,1057,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#120,03,아시아,3,라오스,754,186,03#120,111,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#122,03,아시아,3,마카오,467,392,03#122,228,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#123,03,아시아,3,말레이시아,1121,1129,03#123,457,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#124,03,아시아,3,몰디브공화국,151,28,03#124,14,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#143,03,아시아,3,몽골,3004,296,03#143,100,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#106,03,아시아,3,미얀마,735,101,03#106,31,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#137,03,아시아,3,베트남,17949,4796,03#137,2221,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#105,03,아시아,3,브루나이,8,34,03#105,18,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#133,03,아시아,3,스리랑카,154,32,,,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#132,03,아시아,3,싱가포르,3720,1157,03#132,324,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#110,03,아시아,3,인도,2343,233,03#110,62,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#111,03,아시아,3,인도네시아,3339,656,03#111,159,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#142,03,아시아,3,캄보디아,2282,237,03#142,90,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#135,03,아시아,3,태국,15405,2728,03#135,938,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#128,03,아시아,3,필리핀,23655,2849,03#128,1242,201910,2019,10,정기-환승여객-출발
,,,,,,,,03#109,03,아시아,3,홍콩,3910,2217,03#109,937,201910,2019,10,정기-환승여객-출발
,,,,,,,,04#219,04,미주,4,멕시코,281,76,04#219,32,201910,2019,10,정기-환승여객-출발
,,,,,,,,04#227,04,미주,4,미국,53660,4487,04#227,1217,201910,2019,10,정기-환승여객-출발
,,,,,,,,04#205,04,미주,4,브라질,0,0,04#205,10,201910,2019,10,정기-환승여객-출발
,,,,,,,,04#206,04,미주,4,캐나다,4782,781,04#206,118,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#316,05,유럽,5,네덜란드,1331,219,05#316,56,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#317,05,유럽,5,노르웨이,0,0,05#317,9,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#308,05,유럽,5,독일,1906,673,05#308,223,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#331,05,유럽,5,러시아,4444,657,05#331,432,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#313,05,유럽,5,룩셈부르크,0,0,05#313,13,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#303,05,유럽,5,벨기에,0,0,05#303,16,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#321,05,유럽,5,스웨덴,0,0,05#321,9,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#322,05,유럽,5,스위스,52,42,05#322,14,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#320,05,유럽,5,스페인,503,194,05#320,62,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#342,05,유럽,5,아제르바이잔,0,0,05#342,11,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#305,05,유럽,5,영국,4034,401,05#305,99,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#302,05,유럽,5,오스트리아,385,63,05#302,20,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,2715,356,05#338,63,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#312,05,유럽,5,이탈리아,1780,401,05#312,121,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#326,05,유럽,5,체코,448,120,05#326,29,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#149,05,유럽,5,카자흐스탄,866,138,05#149,46,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#343,05,유럽,5,크로아티아,36,41,05#343,12,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#136,05,유럽,5,튀르키예,1218,408,05#136,102,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#329,05,유럽,5,폴란드,18,97,05#329,22,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#307,05,유럽,5,프랑스,2480,468,05#307,94,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#306,05,유럽,5,핀란드,7,164,05#306,31,201910,2019,10,정기-환승여객-출발
,,,,,,,,05#328,05,유럽,5,헝가리,3,46,05#328,13,201910,2019,10,정기-환승여객-출발
,,,,,,,,06#227_01,06,대양주,6,괌,1180,626,06#227_01,421,201910,2019,10,정기-환승여객-출발
,,,,,,,,06#407,06,대양주,6,뉴질랜드,905,118,06#407,23,201910,2019,10,정기-환승여객-출발
,,,,,,,,06#227_00,06,대양주,6,사이판,1578,225,06#227_00,154,201910,2019,10,정기-환승여객-출발
,,,,,,,,06#415,06,대양주,6,팔라우,617,23,06#415,11,201910,2019,10,정기-환승여객-출발
,,,,,,,,06#227_02,06,대양주,6,하와이,3589,446,06#227_02,114,201910,2019,10,정기-환승여객-출발
,,,,,,,,06#401,06,대양주,6,호주,2412,370,06#401,82,201910,2019,10,정기-환승여객-출발
,,,,,,,,07#144,07,기타,7,아랍에미레이트,672,600,07#144,93,201910,2019,10,정기-환승여객-출발
,,,,,,,,07#508,07,기타,7,에티오피아,172,85,07#508,23,201910,2019,10,정기-환승여객-출발
,,,,,,,,07#114,07,기타,7,이스라엘,907,54,07#114,14,201910,2019,10,정기-환승여객-출발
,,,,,,,,07#130,07,기타,7,카타르,242,196,07#130,52,201910,2019,10,정기-환승여객-출발
,,,,,,,,,,전체 합계,0,,261381,48905,총계,20373,201911,2019,11,정기-환승여객-출발
,,,,,,,,01#115,01,일본,1,일본,37587,5181,01#115,3349,201911,2019,11,정기-환승여객-출발
,,,,,,,,02#141,02,중국,2,중국,19058,10616,02#141,5119,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#125,03,아시아,3,네팔,1508,93,03#125,18,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#107,03,아시아,3,대만,2739,2815,03#107,1128,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#120,03,아시아,3,라오스,1733,287,03#120,145,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#122,03,아시아,3,마카오,202,421,03#122,267,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#123,03,아시아,3,말레이시아,1268,1280,03#123,469,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#124,03,아시아,3,몰디브공화국,93,23,03#124,13,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#143,03,아시아,3,몽골,2416,298,03#143,88,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#106,03,아시아,3,미얀마,1025,127,03#106,30,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#137,03,아시아,3,베트남,20440,5291,03#137,2355,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#105,03,아시아,3,브루나이,4,38,03#105,17,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#133,03,아시아,3,스리랑카,195,39,,,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#132,03,아시아,3,싱가포르,3618,1181,03#132,307,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#110,03,아시아,3,인도,3017,272,03#110,60,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#111,03,아시아,3,인도네시아,3184,655,03#111,151,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#142,03,아시아,3,캄보디아,3230,300,03#142,94,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#135,03,아시아,3,태국,23508,2969,03#135,915,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#128,03,아시아,3,필리핀,28167,3285,03#128,1356,201911,2019,11,정기-환승여객-출발
,,,,,,,,03#109,03,아시아,3,홍콩,3209,2033,03#109,854,201911,2019,11,정기-환승여객-출발
,,,,,,,,04#219,04,미주,4,멕시코,512,76,04#219,35,201911,2019,11,정기-환승여객-출발
,,,,,,,,04#227,04,미주,4,미국,66153,4352,04#227,1146,201911,2019,11,정기-환승여객-출발
,,,,,,,,04#205,04,미주,4,브라질,0,0,04#205,13,201911,2019,11,정기-환승여객-출발
,,,,,,,,04#206,04,미주,4,캐나다,6046,666,04#206,105,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#316,05,유럽,5,네덜란드,1086,189,05#316,47,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#317,05,유럽,5,노르웨이,0,0,05#317,13,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#308,05,유럽,5,독일,1596,561,05#308,224,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#331,05,유럽,5,러시아,5733,542,05#331,359,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#313,05,유럽,5,룩셈부르크,0,0,05#313,14,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#303,05,유럽,5,벨기에,0,0,05#303,17,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#321,05,유럽,5,스웨덴,0,0,05#321,13,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#322,05,유럽,5,스위스,28,13,05#322,13,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#320,05,유럽,5,스페인,554,165,05#320,56,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#342,05,유럽,5,아제르바이잔,0,0,05#342,13,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#305,05,유럽,5,영국,2185,326,05#305,91,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#302,05,유럽,5,오스트리아,284,43,05#302,13,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,2304,347,05#338,56,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#312,05,유럽,5,이탈리아,1155,286,05#312,98,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#326,05,유럽,5,체코,327,104,05#326,29,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#149,05,유럽,5,카자흐스탄,703,123,05#149,39,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#343,05,유럽,5,크로아티아,21,19,,,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#136,05,유럽,5,튀르키예,1367,362,05#136,99,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#329,05,유럽,5,폴란드,31,96,05#329,22,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#307,05,유럽,5,프랑스,2442,430,05#307,82,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#306,05,유럽,5,핀란드,11,138,05#306,29,201911,2019,11,정기-환승여객-출발
,,,,,,,,05#328,05,유럽,5,헝가리,7,43,05#328,13,201911,2019,11,정기-환승여객-출발
,,,,,,,,06#227_01,06,대양주,6,괌,1441,641,06#227_01,381,201911,2019,11,정기-환승여객-출발
,,,,,,,,06#407,06,대양주,6,뉴질랜드,1498,174,06#407,34,201911,2019,11,정기-환승여객-출발
,,,,,,,,06#227_00,06,대양주,6,사이판,1415,289,06#227_00,188,201911,2019,11,정기-환승여객-출발
,,,,,,,,06#415,06,대양주,6,팔라우,1029,38,06#415,22,201911,2019,11,정기-환승여객-출발
,,,,,,,,06#227_02,06,대양주,6,하와이,3279,452,06#227_02,112,201911,2019,11,정기-환승여객-출발
,,,,,,,,06#401,06,대양주,6,호주,2171,421,06#401,90,201911,2019,11,정기-환승여객-출발
,,,,,,,,07#144,07,기타,7,아랍에미레이트,735,513,07#144,90,201911,2019,11,정기-환승여객-출발
,,,,,,,,07#508,07,기타,7,에티오피아,108,78,07#508,21,201911,2019,11,정기-환승여객-출발
,,,,,,,,07#114,07,기타,7,이스라엘,720,47,07#114,13,201911,2019,11,정기-환승여객-출발
,,,,,,,,07#130,07,기타,7,카타르,239,164,07#130,48,201911,2019,11,정기-환승여객-출발
,,,,,,,,,,전체 합계,0,,374301,56767,총계,22119,202001,2020,1,정기-환승여객-출발
,,,,,,,,01#115,01,일본,1,일본,57374,6246,01#115,3841,202001,2020,1,정기-환승여객-출발
,,,,,,,,02#141,02,중국,2,중국,36946,10637,02#141,5362,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#125,03,아시아,3,네팔,808,106,03#125,17,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#107,03,아시아,3,대만,2866,2830,03#107,1216,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#120,03,아시아,3,라오스,851,306,03#120,160,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#122,03,아시아,3,마카오,424,440,03#122,270,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#123,03,아시아,3,말레이시아,1396,1494,03#123,550,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#124,03,아시아,3,몰디브공화국,233,17,03#124,13,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#143,03,아시아,3,몽골,3837,335,03#143,89,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#106,03,아시아,3,미얀마,740,162,03#106,49,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#137,03,아시아,3,베트남,36569,7066,03#137,2629,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#105,03,아시아,3,브루나이,10,33,03#105,19,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#133,03,아시아,3,스리랑카,299,52,,,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#132,03,아시아,3,싱가포르,5492,1202,03#132,314,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#110,03,아시아,3,인도,1554,257,03#110,62,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#111,03,아시아,3,인도네시아,4516,750,03#111,164,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#142,03,아시아,3,캄보디아,3494,453,03#142,151,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#135,03,아시아,3,태국,22313,3419,03#135,1034,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#128,03,아시아,3,필리핀,34382,3844,03#128,1529,202001,2020,1,정기-환승여객-출발
,,,,,,,,03#109,03,아시아,3,홍콩,4746,2094,03#109,866,202001,2020,1,정기-환승여객-출발
,,,,,,,,04#219,04,미주,4,멕시코,499,125,04#219,37,202001,2020,1,정기-환승여객-출발
,,,,,,,,04#227,04,미주,4,미국,89186,5721,04#227,1144,202001,2020,1,정기-환승여객-출발
,,,,,,,,04#205,04,미주,4,브라질,0,0,04#205,8,202001,2020,1,정기-환승여객-출발
,,,,,,,,04#206,04,미주,4,캐나다,8795,889,04#206,109,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#316,05,유럽,5,네덜란드,1828,231,05#316,47,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#317,05,유럽,5,노르웨이,0,0,05#317,6,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#308,05,유럽,5,독일,2612,707,05#308,220,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#331,05,유럽,5,러시아,11949,672,05#331,364,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#313,05,유럽,5,룩셈부르크,0,0,05#313,12,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#303,05,유럽,5,벨기에,0,0,05#303,12,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#321,05,유럽,5,스웨덴,0,0,05#321,5,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#320,05,유럽,5,스페인,501,213,05#320,62,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#342,05,유럽,5,아제르바이잔,0,0,05#342,12,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#305,05,유럽,5,영국,2965,391,05#305,90,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#302,05,유럽,5,오스트리아,218,50,05#302,13,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,2077,373,05#338,57,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#312,05,유럽,5,이탈리아,1169,331,05#312,95,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#326,05,유럽,5,체코,1063,133,05#326,31,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#149,05,유럽,5,카자흐스탄,1071,145,05#149,40,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#340,05,유럽,5,투르크매니스탄,0,0,,,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#136,05,유럽,5,튀르키예,1101,403,05#136,91,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#329,05,유럽,5,폴란드,25,112,05#329,21,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#307,05,유럽,5,프랑스,2453,496,05#307,84,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#306,05,유럽,5,핀란드,35,175,05#306,31,202001,2020,1,정기-환승여객-출발
,,,,,,,,05#328,05,유럽,5,헝가리,9,57,05#328,13,202001,2020,1,정기-환승여객-출발
,,,,,,,,06#227_01,06,대양주,6,괌,2455,751,06#227_01,465,202001,2020,1,정기-환승여객-출발
,,,,,,,,06#407,06,대양주,6,뉴질랜드,3876,351,06#407,53,202001,2020,1,정기-환승여객-출발
,,,,,,,,06#227_00,06,대양주,6,사이판,4381,385,06#227_00,215,202001,2020,1,정기-환승여객-출발
,,,,,,,,06#415,06,대양주,6,팔라우,1438,43,06#415,27,202001,2020,1,정기-환승여객-출발
,,,,,,,,06#227_02,06,대양주,6,하와이,5209,552,06#227_02,133,202001,2020,1,정기-환승여객-출발
,,,,,,,,06#401,06,대양주,6,호주,8512,683,06#401,107,202001,2020,1,정기-환승여객-출발
,,,,,,,,07#144,07,기타,7,아랍에미레이트,705,624,07#144,92,202001,2020,1,정기-환승여객-출발
,,,,,,,,07#508,07,기타,7,에티오피아,140,120,07#508,22,202001,2020,1,정기-환승여객-출발
,,,,,,,,07#114,07,기타,7,이스라엘,952,71,07#114,17,202001,2020,1,정기-환승여객-출발
,,,,,,,,07#130,07,기타,7,카타르,227,224,07#130,49,202001,2020,1,정기-환승여객-출발
,,,,,,,,07#118,07,기타,7,한국,0,0,,,202001,2020,1,정기-환승여객-출발
,,,,,,,,,,전체 합계,0,,278089,30720,총계,15913,202002,2020,2,정기-환승여객-출발
,,,,,,,,01#115,01,일본,1,일본,27291,4289,01#115,3546,202002,2020,2,정기-환승여객-출발
,,,,,,,,02#141,02,중국,2,중국,20486,3051,02#141,1920,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#125,03,아시아,3,네팔,1563,115,03#125,17,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#107,03,아시아,3,대만,2611,1502,03#107,886,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#120,03,아시아,3,라오스,524,103,03#120,119,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#122,03,아시아,3,마카오,318,62,03#122,44,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#123,03,아시아,3,말레이시아,1157,737,03#123,455,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#124,03,아시아,3,몰디브공화국,53,17,03#124,13,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#143,03,아시아,3,몽골,2703,259,03#143,70,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#106,03,아시아,3,미얀마,1101,106,03#106,45,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#137,03,아시아,3,베트남,12798,2662,03#137,2049,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#105,03,아시아,3,브루나이,5,19,03#105,16,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#133,03,아시아,3,스리랑카,196,51,,,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#132,03,아시아,3,싱가포르,3294,578,03#132,288,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#110,03,아시아,3,인도,1556,198,03#110,58,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#111,03,아시아,3,인도네시아,3470,576,03#111,153,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#142,03,아시아,3,캄보디아,2586,204,03#142,117,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#135,03,아시아,3,태국,20692,1563,03#135,825,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#128,03,아시아,3,필리핀,32535,2466,03#128,1298,202002,2020,2,정기-환승여객-출발
,,,,,,,,03#109,03,아시아,3,홍콩,2386,978,03#109,515,202002,2020,2,정기-환승여객-출발
,,,,,,,,04#219,04,미주,4,멕시코,366,90,04#219,34,202002,2020,2,정기-환승여객-출발
,,,,,,,,04#227,04,미주,4,미국,89271,4597,04#227,1053,202002,2020,2,정기-환승여객-출발
,,,,,,,,04#205,04,미주,4,브라질,0,0,04#205,8,202002,2020,2,정기-환승여객-출발
,,,,,,,,04#206,04,미주,4,캐나다,13275,880,04#206,103,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#316,05,유럽,5,네덜란드,1175,177,05#316,48,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#317,05,유럽,5,노르웨이,0,0,05#317,9,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#308,05,유럽,5,독일,1355,454,05#308,214,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#331,05,유럽,5,러시아,9565,517,05#331,343,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#313,05,유럽,5,룩셈부르크,0,0,05#313,13,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#303,05,유럽,5,벨기에,0,0,05#303,12,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#321,05,유럽,5,스웨덴,0,0,05#321,10,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#320,05,유럽,5,스페인,463,120,05#320,48,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#342,05,유럽,5,아제르바이잔,0,0,05#342,12,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#305,05,유럽,5,영국,2146,269,05#305,88,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#302,05,유럽,5,오스트리아,229,37,05#302,13,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#338,05,유럽,5,우즈베키스탄,1780,316,05#338,53,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#312,05,유럽,5,이탈리아,1356,205,05#312,82,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#326,05,유럽,5,체코,432,83,05#326,28,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#149,05,유럽,5,카자흐스탄,789,107,05#149,35,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#340,05,유럽,5,투르크매니스탄,0,0,,,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#136,05,유럽,5,튀르키예,928,264,05#136,87,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#329,05,유럽,5,폴란드,8,87,05#329,21,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#307,05,유럽,5,프랑스,3328,354,05#307,79,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#306,05,유럽,5,핀란드,28,122,05#306,29,202002,2020,2,정기-환승여객-출발
,,,,,,,,05#328,05,유럽,5,헝가리,1,46,05#328,13,202002,2020,2,정기-환승여객-출발
,,,,,,,,06#227_01,06,대양주,6,괌,995,381,06#227_01,385,202002,2020,2,정기-환승여객-출발
,,,,,,,,06#407,06,대양주,6,뉴질랜드,3219,252,06#407,48,202002,2020,2,정기-환승여객-출발
